Language,Response,Target,Predicted
Ngankikurungkurr,"### Reasoning:

Based on the provided paragraphs, we can identify the strategies used for forming polar questions in Ngankikurungkurr. Here is the analysis:

1. **Interrogative Intonation Only**:
   - There is no explicit mention of interrogative intonation being the sole marker for polar questions in the provided paragraphs. Therefore, we cannot confirm its presence.

2. **Interrogative Word Order**:
   - There is no information suggesting that word order changes are used to form polar questions. Thus, this strategy is not confirmed.

3. **Clause-initial Question Particle**:
   - Paragraph 7 mentions the particle ""ngunu"" used to form questions like ""How about it?"" This particle appears at the beginning of the clause, indicating the presence of a clause-initial question particle.

4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**:
   - There is no mention of specific verb morphology used to form polar questions in the provided paragraphs.

7. **Tone**:
   - There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Wagiman,"### Reasoning:

1. **Interrogative Intonation Only:**
   - Paragraph 1 mentions that polar interrogative sentences in Wagiman are syntactically identical to declarative sentences but differ in their intonation contour. Specifically, it states that polar questions generally have a rising intonation over the final syllables, in contrast to the falling intonation of declaratives. This indicates that interrogative intonation is a strategy used in Wagiman.
   - Paragraph 7 reiterates that polar interrogation is signaled by a marked intonation pattern over the sentence as a whole.

2. **Interrogative Word Order:**
   - There is no mention in any of the provided paragraphs that changing the word order is a strategy for forming polar questions in Wagiman. The paragraphs specifically state that major constituent order is unaffected in polar interrogative sentences.

3. **Clause-initial Question Particle:**
   - There is no evidence in the provided paragraphs that Wagiman uses a clause-initial question particle to form polar questions.

4. **Clause-final Question Particle:**
   - Paragraph 5 mentions the tag form ""gale,"" which occurs commonly in final position in questions and, when uttered with a rising intonation contour, requests confirmation of the fact of the question by the addressee. This indicates the presence of a clause-final question particle.

5. **Clause-medial Question Particle:**
   - There is no evidence in the provided paragraphs that Wagiman uses a clause-medial question particle to form polar questions.

6. **Interrogative Verb Morphology:**
   - There is no mention in the provided paragraphs that Wagiman uses interrogative verb morphology to form polar questions.

7. **Tone:**
   - There is no mention in the provided paragraphs that Wagiman uses tone (distinct from intonation) to form polar questions.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Neo-Aramaic (Assyrian),"Based on the provided paragraphs from the descriptive grammar of Neo-Aramaic (Assyrian), we can determine the strategies for forming polar questions in the language. Here is the reasoning and the conclusion based on the analysis of the given data:

### Reasoning:

1. **Interrogative Intonation Only:**
   - There is no explicit mention of using intonation alone to form polar questions in the provided paragraphs. The examples of questions provided do not indicate that intonation alone is sufficient to mark a question.

2. **Interrogative Word Order:**
   - The examples provided do not show a change in word order to form polar questions. The word order in questions appears to be similar to that in declarative sentences.

3. **Clause-initial Question Particle:**
   - Paragraph 21 mentions the use of the particle ""6n"" at the front of direct polar questions (e.g., ""6n máß6t šaqlêtla?""). This indicates the presence of a clause-initial question particle.

4. **Clause-final Question Particle:**
   - There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial Question Particle:**
   - There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology:**
   - The provided paragraphs do not indicate the use of specific verb morphology to mark polar questions.

7. **Tone:**
   - There is no mention of tone being used to distinguish polar questions from declarative sentences.

### Conclusion:
Based on the analysis of the provided paragraphs, the strategies for forming polar questions in Neo-Aramaic (Assyrian) are as follows:

- **Interrogative intonation only:** 0
- **Interrogative word order:** 0
- **Clause-initial question particle:** 1
- **Clause-final question particle:** 0
- **Clause-medial question particle:** 0
- **Interrogative verb morphology:** 0
- **Tone:** 0

This conclusion is drawn from the explicit mention of the clause-initial question particle ""6n"" and the absence of evidence for the other strategies in the provided data.","clause-initial question particle, interrogative verb morphology","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
English,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of English, we can deduce the following strategies for forming polar questions:

1. **Interrogative Intonation Only**:
   - Paragraph 8 mentions that polar echo questions can be signaled prosodically by rising intonation. This suggests that intonation alone can be used to form polar questions.
   - Paragraph 26 also supports this by stating that polar echo questions are signaled prosodically by rising intonation.

2. **Interrogative Word Order**:
   - Paragraph 1 states that polar questions prototypically have the form of a closed interrogative clause, such as ""Is it breathing?"" This indicates a change in word order (subject-auxiliary inversion) to form polar questions.
   - Paragraph 9 also mentions that ""You’re leaving?"" (with rising intonation) is syntactically a declarative but would be used to ask a question, indicating that word order can be used to form polar questions.

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**:
   - There is no mention of interrogative verb morphology in the provided paragraphs.

7. **Tone**:
   - There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 1, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""","interrogative intonation only, interrogative word order","interrogative intonation only: 1, interrogative word order: 1, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Korean,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Korean, we can identify the strategies used for forming neutral polar questions (yes-no questions) in Korean. Here is the analysis for each strategy:

1. **Interrogative Intonation Only**:
   - Paragraph 1 mentions ""With the question-mark intonation, the casual style indicates a yes-or-no question,"" which suggests that intonation alone can mark a polar question.
   - Paragraph 3 states, ""When the interrogation is otherwise unmarked in speech, a rising intonation indicates a question,"" confirming that intonation alone can be used to form polar questions.
   - Paragraph 48 further supports this by describing the ""QUESTION-MARK intonation"" as a rise on the third, second, or last syllable from the end of the sentence.

2. **Interrogative Word Order**:
   - There is no mention in the provided paragraphs that changing the word order alone can form a polar question in Korean.

3. **Clause-initial Question Particle**:
   - There is no mention in the provided paragraphs of a clause-initial question particle being used to form polar questions in Korean.

4. **Clause-final Question Particle**:
   - Paragraph 3 mentions ""the interrogative ending -(su)p.nikka in -. hap.nikka,"" indicating the use of a clause-final question particle.
   - Paragraph 20 mentions ""-nun ya, proc mod + postmod. (the question) whether it does - . This is a common way to state questions in the plain style, especially in quotations,"" which suggests a clause-final question particle.

5. **Clause-medial Question Particle**:
   - There is no mention in the provided paragraphs of a clause-medial question particle being used to form polar questions in Korean.

6. **Interrogative Verb Morphology**:
   - Paragraph 3 mentions ""the interrogative ending -(su)p.nikka in -. hap.nikka,"" indicating the use of interrogative verb morphology.
   - Paragraph 20 mentions ""-nun ya, proc mod + postmod. (the question) whether it does - . This is a common way to state questions in the plain style, especially in quotations,"" which suggests the use of interrogative verb morphology.

7. **Tone**:
   - There is no mention in the provided paragraphs that tone alone (distinct from intonation) is used to form polar questions in Korean.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""",clause-final question particle,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Basque,"Based on the provided paragraphs from the descriptive grammar of Basque, we can determine the strategies for forming polar questions in Basque. Here is the reasoning for each strategy:

1. **Interrogative intonation only**: 
   - Paragraph 10 states, ""Yes/no questions need not be signalled by any mark other than interrogative intonation,"" providing a clear indication that interrogative intonation alone can mark polar questions.
   - Therefore, code 1 for ""Interrogative intonation only.""

2. **Interrogative word order**:
   - Paragraph 10 also mentions, ""There are also syntactic means to mark clauses as direct questions, in particular verb fronting,"" indicating that a change in word order (verb fronting) can mark polar questions.
   - Therefore, code 1 for ""Interrogative word order.""

3. **Clause-initial question particle**:
   - There is no mention in the provided paragraphs of a clause-initial question particle specifically used for forming polar questions.
   - Therefore, code 0 for ""Clause-initial question particle.""

4. **Clause-final question particle**:
   - Paragraph 10 mentions, ""Some dialects possess overt morphological markers for yes/no questions, such as G al or eastern (LN, Z, R and Sal), -a; the former is a verbal particle (3.5.7), while the latter occupies the same position as complementizers (3.5.7.3).""
   - The particle -a is described as occupying the same position as complementizers, which can be clause-final.
   - Therefore, code 1 for ""Clause-final question particle.""

5. **Clause-medial question particle**:
   - Paragraph 10 mentions the particle ""al"" which can appear in the middle of the clause: ""The last two examples show that verb-fronting may cooccur with the interrogative particle al as well as the yes/no marker -a.""
   - Therefore, code 1 for ""Clause-medial question particle.""

6. **Interrogative verb morphology**:
   - There is no mention in the provided paragraphs of interrogative verb morphology specifically used for forming polar questions.
   - Therefore, code 0 for ""Interrogative verb morphology.""

7. **Tone**:
   - There is no mention in the provided paragraphs of tone being used to mark polar questions.
   - Therefore, code 0 for ""Tone.""

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 1, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 1, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Malayalam,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Malayalam, we can extract the following relevant information:

1. **Paragraph 22**: This paragraph mentions that interrogative sentences in Malayalam are formed by the addition of the interrogative suffix ""-o"" or ""-aa"". This indicates the presence of interrogative verb morphology.
   
2. **Paragraph 37**: This paragraph reiterates that a sentence is transformed into a question by the addition of an interrogative suffix.

Given this information, we can determine the strategies used in Malayalam for forming polar questions:

- **Interrogative intonation only**: There is no explicit mention of this strategy in the provided paragraphs. Therefore, we code it as 0.
- **Interrogative word order**: There is no mention of changing word order to form polar questions. Therefore, we code it as 0.
- **Clause-initial question particle**: There is no mention of a clause-initial question particle. Therefore, we code it as 0.
- **Clause-final question particle**: There is no mention of a clause-final question particle. Therefore, we code it as 0.
- **Clause-medial question particle**: There is no mention of a clause-medial question particle. Therefore, we code it as 0.
- **Interrogative verb morphology**: The paragraphs explicitly mention the use of an interrogative suffix ""-o"" or ""-aa"" to form questions, which is bound to the verb. Therefore, we code it as 1.
- **Tone**: There is no mention of tone being used to form polar questions. Therefore, we code it as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""",interrogative verb morphology,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Iu Mien,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Mien, we can determine the strategies used for forming polar questions in the language. Here is the analysis:

1. **Interrogative Intonation Only**:
   - Paragraphs 1, 2, 3, 4, 8, 13, 14, 16, 17, 20, 26, 40, and 44 mention the use of rising and falling intonation to form polar questions. This indicates that intonation alone can mark a sentence as a polar question.
   - **Code: 1**

2. **Interrogative Word Order**:
   - There is no mention of changing word order to form polar questions in the provided paragraphs.
   - **Code: 0**

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.
   - **Code: 0**

4. **Clause-final Question Particle**:
   - Paragraphs 1, 2, 3, 4, 8, 11, 13, 16, 20, 21, and 50 mention the use of the clause-final question particle ""fai"" to form polar questions.
   - **Code: 1**

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.
   - **Code: 0**

6. **Interrogative Verb Morphology**:
   - There is no mention of interrogative verb morphology in the provided paragraphs.
   - **Code: 0**

7. **Tone**:
   - Paragraphs 1, 2, 3, 4, 8, 13, 14, 16, 20, 26, 40, and 44 mention the use of rising and falling intonation, but this is related to intonation rather than lexical tone changes. There is no specific mention of tone changes on individual words to form polar questions.
   - **Code: 0**

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Semelai,"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Semelai, we can identify the strategies used for forming polar questions as follows:

1. **Interrogative Intonation Only**:
   - Paragraph 2 mentions that any declarative clause may become a question by using rising intonation over the relevant constituent. This indicates that interrogative intonation alone can mark polar questions.
   - Example: 
     ```
     (275) ?ma?bapa? ?ris?
     parents be.alive
     ‘Are your parents alive?’
     ```

2. **Interrogative Word Order**:
   - There is no mention of a change in word order to form polar questions in the provided paragraphs.

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-final Question Particle**:
   - Paragraph 1 mentions the use of ""beh"" as a clause-final tag forming an alternative question with the meaning 'or not?'.
   - Example:
     ```
     (286) ma=ldn, beh?
     IRR=want NOW
     ‘Would (you) want to, or not?’
     ```

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**:
   - Paragraph 7 mentions that when ""ma="" is procliticised to the verb, it forms an interrogative.
   - Example:
     ```
     (94) brapa? tan Ian ma=brus?
     how.many instance want IRR=scrub.cloth
     ‘How many times do (I) need to scrub (it)?’
     ```

7. **Tone**:
   - There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
```
Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0
```","clause-final question particle, clause-initial question particle, clause-medial question particle, interrogative intonation only","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Yukaghir (Kolyma),"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Yukaghir (Kolyma), we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**:
   - Paragraph 1 explicitly states that ordinary polar questions in Yukaghir are not marked morphologically and that the interrogative meaning is expressed only by a rising intonation contour. This indicates that interrogative intonation alone can mark polar questions.
   - Example from Paragraph 1: 
     ```
     (815)a. éolhore, hareGolhoral’e-jek? hare be-INTR:2SG ‘Hare, hare, are you here?’
     ```

2. **Interrogative word order**:
   - There is no mention in the provided paragraphs that changing the word order alone can form polar questions. The examples provided maintain the same word order as declarative sentences.

3. **Clause-initial question particle**:
   - There is no evidence in the provided paragraphs that a clause-initial question particle is used to form polar questions.

4. **Clause-final question particle**:
   - There is no evidence in the provided paragraphs that a clause-final question particle is used to form polar questions.

5. **Clause-medial question particle**:
   - There is no evidence in the provided paragraphs that a clause-medial question particle is used to form polar questions.

6. **Interrogative verb morphology**:
   - Paragraph 1 mentions that ordinary polar questions are not marked morphologically, which implies that there is no specific interrogative verb morphology used to form polar questions.

7. **Tone**:
   - There is no mention in the provided paragraphs that tone (distinct from intonation) is used to form polar questions.

### Conclusion:
```
Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0
```",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Georgian,"Based on the provided paragraphs from a descriptive grammar of Georgian, we can determine the strategies for forming polar questions (yes-no questions) in Georgian. Here is the analysis:

1. **Interrogative intonation only**: 
   - Paragraph 4 explicitly states: ""Questions of this type involve no movement of words but are signalled entirely by the application of the appropriate intonation-pattern, namely a rise-falling pitch on the final syllable of the verb, which will normally be the last word in the sentence.""
   - This indicates that Georgian can form polar questions using interrogative intonation only.
   - **Code**: 1

2. **Interrogative word order**:
   - There is no mention in the provided paragraphs that Georgian uses a change in word order to form polar questions.
   - **Code**: 0

3. **Clause-initial question particle**:
   - There is no mention in the provided paragraphs of a clause-initial question particle used to form polar questions.
   - **Code**: 0

4. **Clause-final question particle**:
   - There is no mention in the provided paragraphs of a clause-final question particle used to form polar questions.
   - **Code**: 0

5. **Clause-medial question particle**:
   - There is no mention in the provided paragraphs of a clause-medial question particle used to form polar questions.
   - **Code**: 0

6. **Interrogative verb morphology**:
   - There is no mention in the provided paragraphs of interrogative verb morphology used to form polar questions.
   - **Code**: 0

7. **Tone**:
   - The paragraphs do not mention the use of tone (distinct from intonation) to form polar questions.
   - **Code**: 0

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Alutor,"Based on the provided paragraphs from the descriptive grammar of Alutor, here is the reasoning and conclusion for the strategies used to form polar questions in Alutor:

1. **Interrogative intonation only**: There is no explicit mention of using intonation alone to form polar questions in the provided paragraphs. Therefore, we cannot confirm this strategy.
2. **Interrogative word order**: There is no evidence in the provided paragraphs that word order changes are used to form polar questions.
3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided paragraphs.
4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraphs.
5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided paragraphs.
6. **Interrogative verb morphology**: There is no explicit mention of interrogative verb morphology in the provided paragraphs.
7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraphs.

Given the information provided, none of the strategies for forming polar questions are explicitly mentioned or confirmed in the grammar paragraphs.

**Conclusion:**
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Thai,"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Thai, we can identify the strategies used for forming polar questions (yes-no questions) in Thai. Here is the analysis of each strategy:

1. **Interrogative intonation only**: 
   - There is no explicit mention of using intonation alone to form polar questions in the provided paragraphs. Therefore, we code this as 0.

2. **Interrogative word order**:
   - The paragraphs do not mention any change in word order to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs. Therefore, we code this as 0.

4. **Clause-final question particle**:
   - Paragraph 1 mentions the use of ""CHY MY"" at the end of a sentence to form a question, such as ""WUN NEE WUN SOOK CHY MY"" (Is today Friday?). This indicates the presence of a clause-final question particle. Therefore, we code this as 1.

5. **Clause-medial question particle**:
   - Paragraph 4 mentions ""REU"" and ""REU PLOW"" used in the middle of sentences, such as ""NAI CHIT YOO TEENEE REU PLOW"" (Does Nai Chit live here, or not?). This indicates the presence of a clause-medial question particle. Therefore, we code this as 1.

6. **Interrogative verb morphology**:
   - There is no mention of any interrogative verb morphology in the provided paragraphs. Therefore, we code this as 0.

7. **Tone**:
   - Paragraph 20 discusses the tonal nature of Thai but does not indicate that tone alone is used to form polar questions. Therefore, we code this as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Nganasan,"Based on the provided paragraphs from a descriptive grammar of Nganasan, here is the analysis of the strategies for forming polar questions in Nganasan:

1. **Interrogative intonation only**: The grammar mentions that verbless interrogative sentences are marked only by intonation. This indicates that intonation alone can mark polar questions in the absence of a verb.
2. **Interrogative word order**: The grammar explicitly states that word order does not play a fundamental role in forming polar questions. Therefore, this strategy is not used.
3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided paragraphs.
4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraphs.
5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided paragraphs.
6. **Interrogative verb morphology**: The grammar states that if an interrogative sentence contains a verb, the verb obligatorily takes the interrogative mood marker. This indicates the use of interrogative verb morphology.
7. **Tone**: The grammar does not mention the use of tone to mark polar questions.

**Reasoning**:
- **Interrogative intonation only**: The grammar mentions that verbless interrogative sentences are marked only by intonation.
- **Interrogative word order**: The grammar explicitly states that word order does not play a fundamental role in forming polar questions.
- **Interrogative verb morphology**: The grammar states that verbs in interrogative sentences obligatorily take the interrogative mood marker.

**Conclusion**:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""","interrogative intonation only, interrogative verb morphology","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Nivkh (South Sakhalin),"Based on the provided paragraphs from the descriptive grammar of Nivkh (South Sakhalin), we can identify the strategies used for forming polar questions in the language. Here's the analysis:

1. **Interrogative intonation only**: The grammar does not explicitly mention the use of intonation alone to form polar questions. Therefore, we code this as 0.

2. **Interrogative word order**: There is no mention of changing word order to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle. Therefore, we code this as 0.

4. **Clause-final question particle**: The grammar mentions the use of a clause-final question particle ""-xna"" as seen in the example ""ţi tdḑ-xna-l"" (""do you paint it?""). Therefore, we code this as 1.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle. Therefore, we code this as 0.

6. **Interrogative verb morphology**: There is no mention of interrogative verb morphology. Therefore, we code this as 0.

7. **Tone**: The grammar does not mention the use of tone to form polar questions. Therefore, we code this as 0.

**Reasoning**:
- The example ""ţi tdḑ-xna-l"" clearly indicates the presence of a clause-final question particle ""-xna"" used to form polar questions.
- There is no evidence in the provided paragraphs for the use of other strategies such as interrogative intonation, word order, clause-initial or clause-medial particles, interrogative verb morphology, or tone.

**Conclusion**:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Jarawa (in Andamans),"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Jarawa, we can identify the strategies used for forming polar questions in the language. Here is the analysis of each strategy:

1. **Interrogative intonation only**: There is no explicit mention in the provided paragraphs that polar questions can be formed by intonation alone. Therefore, we code this as 0.

2. **Interrogative word order**: The paragraphs do not indicate that a change in word order alone can form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: Multiple paragraphs (e.g., Paragraphs 3, 6, 7, 14) indicate that the interrogative marker ""ka"" is used at the beginning of yes/no questions. Therefore, we code this as 1.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraphs. Therefore, we code this as 0.

5. **Clause-medial question particle**: Paragraph 9 mentions that the question particle can be used in between the noun phrase and the question word in content questions, but there is no clear evidence that it is used clause-medially in polar questions. Therefore, we code this as 0.

6. **Interrogative verb morphology**: There is no mention of interrogative verb morphology in the provided paragraphs. Therefore, we code this as 0.

7. **Tone**: There is no mention of tone being used to form polar questions. Therefore, we code this as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-initial question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Nahali,"### Reasoning:

1. **Interrogative Intonation Only**: There is no explicit mention of interrogative intonation being used to form polar questions in the provided paragraphs. Therefore, we cannot assume its presence.

2. **Interrogative Word Order**: There is no evidence in the provided paragraphs that suggests a change in word order is used to form polar questions.

3. **Clause-initial Question Particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-final Question Particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial Question Particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**: There is no mention of interrogative verb morphology in the provided paragraphs.

7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
Based on the provided paragraphs, none of the strategies for forming polar questions are explicitly mentioned. Therefore, all strategies are coded as 0.

""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Kusunda,"### Reasoning for the Chosen Option

Based on the provided paragraphs from the descriptive grammar of Kusunda, we can analyze the strategies for forming polar questions as follows:

1. **Interrogative Intonation Only**: There is no explicit mention of using intonation alone to form polar questions in the provided paragraphs. Therefore, we cannot confirm this strategy.

2. **Interrogative Word Order**: There is no mention of changing word order to form polar questions. Thus, this strategy is not confirmed.

3. **Clause-Initial Question Particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-Final Question Particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-Medial Question Particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**: There is no mention of specific verb morphology used to form polar questions in the provided paragraphs.

7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraphs.

Since none of the strategies for forming polar questions are explicitly mentioned or described in the provided paragraphs, we must conclude that none of the strategies can be confirmed based on the given information.

### Conclusion:
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
