Language,Response,Target,Predicted
Shatt,"Based on the provided paragraphs from the descriptive grammar of Shatt, we can determine the strategies for forming polar questions in the language. Here is the reasoning for each strategy:

1. **Interrogative Intonation Only**: There is no explicit mention of using only intonation to form polar questions in the provided paragraphs.

2. **Interrogative Word Order**: There is no evidence or mention of a specific word order change to form polar questions in the provided paragraphs.

3. **Clause-Initial Question Particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-Final Question Particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-Medial Question Particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**: There is no mention of specific verb morphology used to form polar questions in the provided paragraphs.

7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraphs.

Given the lack of explicit information on the strategies for forming polar questions in Shatt from the provided paragraphs, we must conclude that none of the 7 strategies are mentioned.

**Conclusion:**
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Koromfe,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Koromfe, we can determine the strategies used for forming neutral polar questions (yes-no questions) in the language. Here is the relevant information extracted from the paragraphs:

1. **Paragraph 2**: It mentions that neutral yes-no questions are formed by adding a sentence-final question particle to a positive declarative sentence. This indicates the use of a clause-final question particle.

2. **Paragraph 9**: It reiterates that neutral yes-no questions in Koromfe are formed by adding a sentence-final question particle to a declarative sentence, with no inversion or other changes in the linear order of the sentence constituents.

3. **Paragraph 10**: It states that Koromfe has no tones, which rules out the use of tone as a strategy for forming polar questions.

4. **Paragraph 23**: It confirms that the intonation of yes-no questions is identical to that of statements, except that the sentence-final question particle can optionally have a high pitch and be lengthened for emphasis. This suggests that interrogative intonation alone is not a strategy for forming polar questions.

5. **Paragraph 36**: It mentions that the interrogative particles of various types of yes-no questions occupy the sentence-final position, reinforcing the use of a clause-final question particle.

6. **Paragraph 48**: It describes the use of sentence-final interrogative particles and the absence of clitic auxiliary verbs, which indicates that interrogative verb morphology is not used.

### Conclusion:

Based on the information provided, the strategies for forming neutral polar questions in Koromfe are as follows:

- **Interrogative intonation only**: 0 (The intonation is not distinct from statements, except for optional emphasis on the question particle)
- **Interrogative word order**: 0 (No inversion or change in linear order)
- **Clause-initial question particle**: 0 (Not mentioned)
- **Clause-final question particle**: 1 (Sentence-final question particle is used)
- **Clause-medial question particle**: 0 (Not mentioned)
- **Interrogative verb morphology**: 0 (Not used)
- **Tone**: 0 (Koromfe has no tones)

### Final Output:

""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Nobiin,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Nobiin, we can identify the strategies used for forming polar questions in the language. Here is the analysis:

1. **Interrogative Intonation Only**:
   - There is no explicit mention of interrogative intonation as a sole strategy for forming polar questions in the provided paragraphs. Therefore, we cannot confirm its presence.

2. **Interrogative Word Order**:
   - The paragraphs do not provide any evidence or mention of a specific word order change to form polar questions.

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-final Question Particle**:
   - Paragraph 1 mentions that interrogative sentences can end with a terminal particle, which is optional and can be dropped. This suggests the presence of a clause-final question particle.
   - Example: ""anki-min-na-i-remember-NEG-2SGPRESIND-INTERROG"" (‘don’t you remember?’)

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**:
   - Paragraph 1 and Paragraph 9 mention the use of suffixes that follow the verb/predicate and personal endings to form questions. This indicates the presence of interrogative verb morphology.
   - Example: ""daui-na-i"" (‘are you greater than god?’)

7. **Tone**:
   - There is no mention of tone as a strategy for forming polar questions in the provided paragraphs.

### Conclusion:
Based on the analysis of the provided paragraphs, the strategies for forming polar questions in Nobiin are as follows:

""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""",interrogative verb morphology,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Nyimang,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Nyimang, we can identify the strategies used for forming polar questions. Here are the key observations:

1. **Interrogative Intonation Only**:
   - There is no explicit mention of using only intonation to form questions in the provided text.

2. **Interrogative Word Order**:
   - There is no clear evidence or example showing a change in word order to form questions.

3. **Clause-Initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided text.

4. **Clause-Final Question Particle**:
   - The text does not provide any examples or mention of a clause-final question particle.

5. **Clause-Medial Question Particle**:
   - The text does not provide any examples or mention of a clause-medial question particle.

6. **Interrogative Verb Morphology**:
   - There is no mention of specific verb morphology used to indicate questions.

7. **Tone**:
   - The text does not mention the use of tone to form questions.

However, there are multiple instances where the particle ""~"" (represented as ""~"" in the text) is used to form questions. This particle appears to be used in various positions within the clause, including clause-medial and clause-final positions. For example:

- ""i keru ~ tia?"" (Have you slept well?)
- ""i kide:> no £1 wen?"" (Do you understand?)
- ""i ~ war?"" (Do you want it?)

Given these examples, it is clear that the particle ""~"" can be used in different positions within the clause, including clause-medial and clause-final positions. Therefore, we should code for both ""Clause-medial question particle"" and ""Clause-final question particle"".

### Conclusion:

Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Lamé,"Based on the provided paragraphs from the descriptive grammar of Lamé, here is the analysis of the strategies for forming polar questions in Lamé:

1. **Interrogative Intonation Only**: The grammar explicitly states that polar questions do not show an intonation pattern distinct from that of affirmative clauses. Therefore, this strategy is not used.
2. **Interrogative Word Order**: There is no mention of a change in word order to form polar questions. Therefore, this strategy is not used.
3. **Clause-Initial Question Particle**: There is no mention of a clause-initial question particle. Therefore, this strategy is not used.
4. **Clause-Final Question Particle**: The grammar clearly states that polar questions are marked by the phrase-final particle ""su"". This strategy is used.
5. **Clause-Medial Question Particle**: There is no mention of a clause-medial question particle. Therefore, this strategy is not used.
6. **Interrogative Verb Morphology**: There is no mention of specific verb morphology used to form polar questions. Therefore, this strategy is not used.
7. **Tone**: The grammar does not mention the use of tone to form polar questions. Therefore, this strategy is not used.

**Reasoning**:
- The grammar explicitly states that polar questions are marked by the phrase-final particle ""su"".
- There is no distinct intonation pattern for polar questions.
- There is no mention of changes in word order, clause-initial or clause-medial particles, specific verb morphology, or tone changes for forming polar questions.

**Conclusion**:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Bininj Gun-Wok,"**Reasoning:**

Based on the provided paragraphs from the descriptive grammar of Bininj Gun-Wok, we can determine the strategies used for forming polar questions (yes-no questions) in the language. Here is the analysis of the relevant information:

1. **Paragraph 1** mentions that polar questions can be asked using intonation. This indicates the presence of ""Interrogative intonation only.""

2. **Paragraph 1** also discusses the use of the clitic ""=bukka"" in inviting an answer to a statement, which can be considered a clause-final question particle.

3. **Paragraph 1** mentions the clause-final particle ""bih?"" used in Kune, which calls for confirmation, agreement, or consent. This is another example of a clause-final question particle.

4. **Paragraph 2** provides an example of a clause-initial word ""yiddok"" that converts declaratives into yes-no questions, indicating the presence of a clause-initial question particle.

5. **Paragraph 3** describes the use of intonation in signaling yes-no questions, reinforcing the presence of ""Interrogative intonation only.""

6. **Paragraph 4** mentions the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

7. **Paragraph 5** discusses the use of the particle ""bu"" in presentative constructions, which is not directly related to polar questions.

8. **Paragraph 6** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

9. **Paragraph 7** describes the use of the particle ""bu"" in signaling questions, which can be considered a clause-final question particle.

10. **Paragraph 8** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

11. **Paragraph 9** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

12. **Paragraph 10** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

13. **Paragraph 11** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

14. **Paragraph 12** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

15. **Paragraph 13** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

16. **Paragraph 14** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

17. **Paragraph 15** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

18. **Paragraph 16** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

19. **Paragraph 17** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

20. **Paragraph 18** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

21. **Paragraph 19** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

22. **Paragraph 20** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

23. **Paragraph 21** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

24. **Paragraph 22** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

25. **Paragraph 23** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

26. **Paragraph 24** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

27. **Paragraph 25** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

28. **Paragraph 26** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

29. **Paragraph 27** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

30. **Paragraph 28** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

31. **Paragraph 29** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

32. **Paragraph 30** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

33. **Paragraph 31** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

34. **Paragraph 32** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

35. **Paragraph 33** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

36. **Paragraph 34** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

37. **Paragraph 35** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

38. **Paragraph 36** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

39. **Paragraph 37** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

40. **Paragraph 38** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

41. **Paragraph 39** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

42. **Paragraph 40** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

43. **Paragraph 41** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

44. **Paragraph 42** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

45. **Paragraph 43** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

46. **Paragraph 44** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

47. **Paragraph 45** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

48. **Paragraph 46** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

49. **Paragraph 47** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

50. **Paragraph 48** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

51. **Paragraph 49** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

52. **Paragraph 50** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

53. **Paragraph 51** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

54. **Paragraph 52** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

55. **Paragraph 53** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

56. **Paragraph 54** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

57. **Paragraph 55** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

58. **Paragraph 56** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

59. **Paragraph 57** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

60. **Paragraph 58** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

61. **Paragraph 59** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

62. **Paragraph 60** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

63. **Paragraph 61** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

64. **Paragraph 62** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

65. **Paragraph 63** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

66. **Paragraph 64** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

67. **Paragraph 65** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

68. **Paragraph 66** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

69. **Paragraph 67** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

70. **Paragraph 68** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

71. **Paragraph 69** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

72. **Paragraph 70** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

73. **Paragraph 71** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

74. **Paragraph 72** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

75. **Paragraph 73** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

76. **Paragraph 74** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

77. **Paragraph 75** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

78. **Paragraph 76** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

79. **Paragraph 77** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

80. **Paragraph 78** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

81. **Paragraph 79** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

82. **Paragraph 80** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

83. **Paragraph 81** provides examples of polar questions using intonation and particles, reinforcing the presence of ""Interrogative intonation only"" and clause-final question particles.

84. **Paragraph 82** discusses the use of the irrealis mood in negative imperatives, but this does not directly relate to the formation of polar questions.

85. **Paragraph 83** provides examples of polar questions using int","clause-initial question particle, interrogative intonation only","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Wambaya,"### Reasoning:

Based on the provided paragraphs, we can identify the strategies used for forming polar questions in Wambaya. Here's the analysis:

1. **Interrogative intonation only**:
   - Paragraph 3 mentions that yes/no questions usually have the same form as the corresponding declarative sentence but are said with a rising, questioning intonation.
   - Example: ""Gajbi murnd-u yana manganyma?"" (Can we eat some of this food?)
   - This indicates that interrogative intonation is a strategy used in Wambaya.

2. **Interrogative word order**:
   - There is no mention in the provided paragraphs that Wambaya uses a different word order for forming polar questions. The examples provided maintain the same word order as declarative sentences.
   - Therefore, this strategy is not used.

3. **Clause-initial question particle**:
   - There is no evidence in the provided paragraphs that Wambaya uses a clause-initial question particle for forming polar questions.

4. **Clause-final question particle**:
   - There is no evidence in the provided paragraphs that Wambaya uses a clause-final question particle for forming polar questions.

5. **Clause-medial question particle**:
   - Paragraph 1 mentions the use of an interrogative particle ""gayi"" in examples such as ""Balijî gayi-nyi?"" (Are you hungry?) and ""Gudayi-barligayi inîyajanji?"" (Is that dog cheeky?).
   - This particle appears in the auxiliary or alone in the second position in the clause, indicating it can be clause-medial.
   - Therefore, this strategy is used.

6. **Interrogative verb morphology**:
   - There is no mention in the provided paragraphs that Wambaya uses interrogative verb morphology for forming polar questions.

7. **Tone**:
   - There is no mention in the provided paragraphs that Wambaya uses tone to form polar questions.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""","interrogative intonation only, interrogative verb morphology, second position question particle","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Wardaman,"### Reasoning:

1. **Interrogative Intonation Only**: The provided paragraphs do not explicitly mention the use of interrogative intonation to form polar questions. The examples and descriptions focus more on particles and suffixes rather than intonation patterns.
   
2. **Interrogative Word Order**: There is no mention of a specific word order change to form polar questions in the provided text. The examples given do not indicate a reordering of words to signal a question.

3. **Clause-Initial Question Particle**: The text does not provide evidence of a clause-initial question particle being used to form polar questions.

4. **Clause-Final Question Particle**: The particle ""ale"" is described as a tag question marker, which usually follows a statement and asks for confirmation. This indicates the presence of a clause-final question particle. Additionally, the suffix ""-gan"" is mentioned as a question suffix, which can occur at the end of a clause, further supporting the presence of a clause-final question particle.

5. **Clause-Medial Question Particle**: The suffix ""-gan"" is described as a question suffix that can occur within the clause, indicating that it can be clause-medial. The suffix ""-gula"" is also mentioned as an emphatic question suffix that can occur within the clause.

6. **Interrogative Verb Morphology**: There is no mention of specific verb morphology changes to form polar questions in the provided text.

7. **Tone**: The text does not mention the use of tone to form polar questions.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Gooniyandi,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Gooniyandi, we can determine the strategies for forming polar questions in the language. Here is the analysis:

1. **Interrogative Intonation Only**:
   - Paragraph 1 mentions that Gooniyandi does not have a distinct grammatical category for questions and uses the same forms for statements and questions. This implies that intonation might be the primary method for distinguishing questions from statements.
   - Paragraph 2 supports this by stating that requests for confirmation (yes/no questions) are expressed by the assertion of a proposition, suggesting that intonation plays a role in marking these questions.

2. **Interrogative Word Order**:
   - There is no mention in the provided paragraphs of any change in word order to form questions. Therefore, we assume this strategy is not used.

3. **Clause-Initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-Final Question Particle**:
   - Paragraph 2 mentions the enclitic -mi or -ma, which is frequently found in requests for confirmation and is added to the word on which information focus falls. This suggests that a clause-final question particle might be used.
   - Paragraph 24 also discusses the use of -mi or -ma in requesting confirmation or disconfirmation, indicating its role in forming polar questions.

5. **Clause-Medial Question Particle**:
   - The enclitic -mi or -ma can follow any constituent, including non-verbal ones, as indicated in Paragraph 2. This suggests that it can appear clause-medially as well.

6. **Interrogative Verb Morphology**:
   - There is no mention of specific interrogative verb morphology in the provided paragraphs.

7. **Tone**:
   - There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",no interrogative-declarative distinction,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Tiwi,"### Reasoning

Based on the provided paragraphs, we can identify the strategies used in Tiwi for forming polar questions. Here is the detailed analysis:

1. **Interrogative Intonation Only**: There is no explicit mention of interrogative intonation being the sole marker for polar questions. However, the presence of a question clitic and pitch changes suggests that intonation alone is not the primary strategy.
   
2. **Interrogative Word Order**: The grammar explicitly states that direct questions or 'yes/no' questions are not structurally different from other types of clauses, except for the optional question clitic and pitch change. This implies that interrogative word order is not used to form polar questions.

3. **Clause-Initial Question Particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-Final Question Particle**: The grammar mentions an optional question clitic ""-ana"" on the final word of the clause, which indicates a clause-final question particle.

5. **Clause-Medial Question Particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative Verb Morphology**: There is no mention of specific interrogative verb morphology in the provided paragraphs.

7. **Tone**: The grammar mentions an extra high pitch on the penultimate syllable of the final word in a question, whether or not the question clitic is present. This indicates the use of tone in forming polar questions.

### Conclusion

Based on the analysis, the strategies for forming polar questions in Tiwi are as follows:

- **Interrogative intonation only**: 0
- **Interrogative word order**: 0
- **Clause-initial question particle**: 0
- **Clause-final question particle**: 1
- **Clause-medial question particle**: 0
- **Interrogative verb morphology**: 0
- **Tone**: 1

### Output

```
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 1
```","clause-final question particle, interrogative intonation only","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 1"
Nakkara,"### Reasoning:

Based on the provided paragraphs, we need to identify the strategies used in Nakkara to form neutral polar questions. Here is the analysis of the relevant information:

1. **Interrogative Intonation Only**: There is no explicit mention of using intonation alone to form polar questions in the provided paragraphs.
   
2. **Interrogative Word Order**: There is no information suggesting that Nakkara uses a specific word order to form polar questions.

3. **Clause-Initial Question Particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-Final Question Particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-Medial Question Particle**: Paragraph 3 mentions the particle ""djawa,"" which can signal a question form. Since it can occur in various positions within the clause, including clause-medial, this suggests the presence of a clause-medial question particle.

6. **Interrogative Verb Morphology**: There is no mention of specific verb morphology used to form polar questions.

7. **Tone**: There is no mention of tone being used to form polar questions.

### Conclusion:
Based on the analysis, the only strategy mentioned for forming polar questions in Nakkara is the use of a clause-medial question particle.

""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Garrwa,"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Garrwa, the following strategies for forming polar questions (yes-no questions) can be identified:

1. **Interrogative Intonation Only**:
   - Paragraph 2 mentions that polar questions are mostly expressed with rising intonation, similar to English question intonation. This indicates that interrogative intonation is a strategy used in Garrwa.
   - Example: ""DG:ngala daba yal=i contr kill they=past ‘Did they kill that snake?’""

2. **Clause-Medial Question Particle**:
   - Paragraph 2 and Paragraph 6 mention the particle ""kuna"" which often occurs in second position in polar questions but is not obligatory. This indicates that ""kuna"" can be used as a clause-medial question particle.
   - Example: ""kangku, na-nyina kuna ngambala kuluka FF this-loc q 1plInclnom sleep ‘Grandfather, are we staying there until tomorrow?’""

3. **Clause-Final Question Particle**:
   - Paragraph 6 also indicates that ""kuna"" can occur in various positions within the clause, including the clause-final position.
   - Example: ""yuku kuna ninji all.right quest 2sgnom ‘Are you all right?’""

Given the information, the strategies for forming polar questions in Garrwa are as follows:

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""","interrogative intonation only, second position question particle","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Ngankikurungkurr,"### Reasoning:

To determine the strategies for forming polar questions in Ngankikurungkurr, we need to analyze the provided paragraphs for any mention of the seven strategies: Interrogative intonation only, Interrogative word order, Clause-initial question particle, Clause-final question particle, Clause-medial question particle, Interrogative verb morphology, and Tone.

1. **Interrogative intonation only**:
   - There is no explicit mention of interrogative intonation as a strategy for forming polar questions in the provided paragraphs.

2. **Interrogative word order**:
   - There is no mention of changing word order to form polar questions in the provided paragraphs.

3. **Clause-initial question particle**:
   - Paragraph 7 mentions the particle ""ngunu"" used to form questions like ""How about it?"" This suggests the presence of a clause-initial question particle.
   - Paragraph 17 lists basic interrogative forms like ""tyagani"" (what), ""kide"" (where, how, which), ""kene"" (who), ""etye"" (when), and ""erreke"" (how many/often), which typically occur before the verb, indicating a clause-initial position.

4. **Clause-final question particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial question particle**:
   - The particles mentioned in Paragraph 17 (e.g., ""tyagani"", ""kide"", ""kene"", ""etye"", ""erreke"") typically occur before the verb, which can be clause-medial depending on the sentence structure. However, there is no explicit mention of a clause-medial question particle.

6. **Interrogative verb morphology**:
   - There is no mention of specific verb morphology used to form polar questions in the provided paragraphs.

7. **Tone**:
   - There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
