Language,Response,Target,Predicted
Ijo (Kolokuma),"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Ijo (Kolokuma), we can identify the strategies for forming polar questions as follows:

1. **Interrogative Intonation Only**: 
   - The text mentions that polar questions can be formed by a change of tone pattern, which is indicated by a question mark. This suggests that intonation alone can mark a sentence as a polar question.
   - Example: ""a b6-nimii?"" (is she here?)

2. **Interrogative Word Order**: 
   - There is no mention of a change in word order to form polar questions. The examples provided maintain the same word order as declarative sentences.
   - Example: ""eri, d6ma tun-a?"" (didn't he sing?)

3. **Clause-initial Question Particle**: 
   - There is no mention of a clause-initial question particle in the provided text.

4. **Clause-final Question Particle**: 
   - The text does not mention a clause-final question particle.

5. **Clause-medial Question Particle**: 
   - The text does not mention a clause-medial question particle.

6. **Interrogative Verb Morphology**: 
   - The text mentions the addition of the interrogative marker ""-ia"" to form polar questions, which is attached to the verb.
   - Example: ""kjmi, oki-dy-ia?"" (has someone swum?)

7. **Tone**: 
   - The text explicitly states that a change in tone pattern can indicate a polar question. This is different from intonation and suggests that tone is used to mark polar questions.
   - Example: ""a b6-nimii?"" (is she here?)

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 1""",tone,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 1"
Emai,"Based on the provided paragraph, we can determine the strategies for forming polar questions in Emai as follows:

1. **Interrogative intonation only**: The paragraph explicitly mentions that polar interrogatives employ a higher pitch register while maintaining the same word order and essentially the same tonal patterns as declaratives. This indicates that intonation alone can mark a polar question.
   
2. **Interrogative word order**: The paragraph states that polar interrogatives manifest the same word order as declaratives. Therefore, interrogative word order is not a strategy used in Emai.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the paragraph.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the paragraph.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the paragraph.

6. **Interrogative verb morphology**: There is no mention of any interrogative verb morphology in the paragraph.

7. **Tone**: The paragraph mentions that polar interrogatives employ a higher pitch register but maintain essentially the same tonal patterns as declaratives. This suggests that tone, in the sense of changing the tone of specific words, is not used to mark polar questions.

### Reasoning:
- **Interrogative intonation only**: The paragraph explicitly states that polar interrogatives use a higher pitch register while maintaining the same word order and tonal patterns as declaratives. This indicates that intonation alone is sufficient to mark a polar question.
- **Interrogative word order**: The paragraph states that polar interrogatives maintain the same word order as declaratives, indicating that word order does not change to form a polar question.
- **Clause-initial, clause-final, and clause-medial question particles**: There is no mention of any question particles in the paragraph.
- **Interrogative verb morphology**: There is no mention of any specific verb morphology used to mark polar questions.
- **Tone**: The paragraph mentions a higher pitch register but does not indicate a change in the tone of specific words to mark polar questions.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Ik,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Ik, we can determine the strategies for forming polar questions in the language. 

1. **Interrogative intonation only**: The text explicitly mentions that polar questions in Ik are marked by an interrogative intonation, specifically a low boundary tone on the last mora of the question. This indicates that intonation alone can mark a sentence as a polar question.
   
2. **Interrogative word order**: There is no indication in the text that word order changes to form polar questions. The examples provided maintain the same word order as declarative sentences.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the text.

4. **Clause-final question particle**: The text explicitly states that Ik does not use a clause-final question particle. It mentions that neighboring languages like Turkana use a particle -à, but Ik does not.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the text.

6. **Interrogative verb morphology**: The text does not mention any specific interrogative verb morphology. Instead, it mentions that the final morpheme in the clause takes a non-final form in questions, but this is not bound to the verb alone and is more about the overall clause structure.

7. **Tone**: The text specifies that the interrogative intonation involves a low boundary tone on the last mora of the question. This is a tonal change specific to questions, so we code this as 1 for tone.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 1""","interrogative verb morphology, tone","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 1"
Ngiti,"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Ngiti, we can identify the following strategies for forming polar questions:

1. **Clause-initial question particle**: The particle ""na"" can be found clause-initially, indicating that Ngiti uses a clause-initial question particle to form polar questions. This is explicitly mentioned in the text.

2. **Clause-medial question particle**: The particle ""ti"" generally occupies the second position in a clause, which is a clause-medial position. This indicates that Ngiti uses a clause-medial question particle to form polar questions. Additionally, the text mentions that ""ti"" can be reduced to a High tone and attach to the preceding word, which still places it in a medial position.

3. **Clause-final question particle**: The text does not provide explicit evidence that ""ti"" or ""na"" can appear clause-finally. Therefore, we cannot conclude that Ngiti uses a clause-final question particle based on the provided information.

4. **Interrogative intonation only**: There is no mention in the text that polar questions can be formed by intonation alone without any particles or other markers. Therefore, we cannot conclude that Ngiti uses interrogative intonation only.

5. **Interrogative word order**: The text does not mention any changes in word order to form polar questions. Therefore, we cannot conclude that Ngiti uses interrogative word order.

6. **Interrogative verb morphology**: The text does not mention any specific morphemes attached to verbs to form polar questions. Therefore, we cannot conclude that Ngiti uses interrogative verb morphology.

7. **Tone**: The text mentions that the question particle ""ti"" can be reduced to a High tone, which attaches to the preceding word. This indicates that tone is used as a strategy to form polar questions in Ngiti.

### Conclusion:
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 1","clause-initial question particle, second position question particle, tone","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 1"
Sidaama,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Sidaama, we can identify the strategies used for forming polar questions in the language.

1. **Interrogative Intonation Only**:
   - Paragraph 2 mentions that in interrogative sentences ending in suffixed verbs, a very high pitch (higher than in their declarative counterparts) occurs in a specific location. This indicates that intonation plays a crucial role in forming polar questions.
   - Example: ""ani ot’-oo-mm-o ?"" (Did I (M) sleep?)
   - Therefore, we code this strategy as 1.

2. **Interrogative Word Order**:
   - There is no mention of a change in word order to form polar questions in the provided paragraphs.
   - Therefore, we code this strategy as 0.

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.
   - Therefore, we code this strategy as 0.

4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.
   - Therefore, we code this strategy as 0.

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.
   - Therefore, we code this strategy as 0.

6. **Interrogative Verb Morphology**:
   - There is no mention of specific interrogative verb morphology (such as a morpheme attached to the verb) in the provided paragraphs.
   - Therefore, we code this strategy as 0.

7. **Tone**:
   - Paragraph 2 explicitly mentions that in interrogative sentences, a very high pitch occurs on the penultimate vowel segment of the sentence-final word, followed by a fall or remaining high pitch depending on the suffix type. This indicates that tone is used to mark polar questions.
   - Example: ""ise saale it-t-u ?"" (Did she eat food?)
   - Therefore, we code this strategy as 1.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 1""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 1"
Mursi,"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Mursi, we can identify the strategies used for forming polar questions in the language:

1. **Interrogative Intonation Only**: The text mentions that polar questions in Mursi involve a raised intonation on the entire clause or specific constituents, such as the copula complement or the intransitive verb (e.g., ""a constituent which is the focus takes sentence-final position... with a raised intonation""). This indicates that intonation alone can mark a polar question.

2. **Interrogative Word Order**: The text explicitly states that ""the syntactic order of constituents of declarative sentence and polar questions are exactly the same."" Therefore, there is no change in word order to indicate a polar question.

3. **Clause-initial Question Particle**: There is no mention of a clause-initial question particle in the provided text.

4. **Clause-final Question Particle**: There is no mention of a clause-final question particle in the provided text.

5. **Clause-medial Question Particle**: There is no mention of a clause-medial question particle in the provided text.

6. **Interrogative Verb Morphology**: The text does not indicate the presence of any specific interrogative verb morphology. The examples provided show that the verbs in polar questions do not have additional morphemes compared to their declarative counterparts.

7. **Tone**: The text mentions that a high pitch level can be shown on the intransitive verb in polar questions, indicating that tone can be used to mark polar questions. This is distinct from intonation, as it is bound to the verb.

### Conclusion:
Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 1",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 1"
Majang,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Majang, we can identify the strategies used for forming polar questions as follows:

1. **Interrogative intonation only**: The grammar explicitly states that polar questions in Majang can be formed with a rising sentence tone at the end of the question. This is indicated by the sharply rising pitch on the final word of the sentence, as shown in the examples provided (e.g., ""máL kɔ̀ːL èːt mó?"").

2. **Interrogative word order**: The grammar does not mention any change in word order for forming polar questions. The examples show that the order of constituents remains the same as in declarative sentences.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided text.

4. **Clause-final question particle**: The particle ""joː"" is mentioned as a clause-final question marker that stresses the polarity of a question. This particle appears at the end of the question and prevents the use of the interrogative sentence tone.

5. **Clause-medial question particle**: The particle ""kíː"" is mentioned as a question marker that can appear near the beginning of the sentence, especially in complex sentences. This particle marks the question as such early in the sentence.

6. **Interrogative verb morphology**: There is no mention of any specific interrogative verb morphology in the provided text.

7. **Tone**: The rising sentence tone used to mark polar questions is a feature of intonation rather than lexical or grammatical tone. Therefore, this strategy is not applicable.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""","clause-final question particle, clause-medial question particle, tone","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Birri,"### Reasoning

To determine the strategies for forming polar questions in Birri, we need to analyze the provided paragraphs for any explicit or implicit information about the formation of yes-no questions. Here is a detailed examination of the relevant parts:

1. **Interrogative Intonation Only**:
   - There is no explicit mention of intonation being used to form polar questions. Therefore, we cannot assume this strategy is used.
   
2. **Interrogative Word Order**:
   - There is no information provided about changing word order to form polar questions. Thus, we cannot assume this strategy is used.
   
3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided text.
   
4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided text.
   
5. **Clause-medial Question Particle**:
   - The example ""Did you drink? aya-ngi ide?"" suggests the presence of a clause-medial question particle ""ngi"". This particle appears after the subject and before the verb.
   
6. **Interrogative Verb Morphology**:
   - There is no mention of verb morphology being used to form polar questions.
   
7. **Tone**:
   - There is no mention of tone being used to form polar questions.

### Conclusion:
Based on the information provided in the paragraphs, the only strategy explicitly mentioned is the use of a clause-medial question particle.

""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Tamashek,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Tamashek, we can identify the strategies used for forming polar questions in the language:

1. **Interrogative intonation only**: The text explicitly states that ""ordinary declaratives with rising intonation can function as polar interrogatives even without an explicit interrogative particle."" This indicates that interrogative intonation alone can mark polar questions.
   
2. **Interrogative word order**: There is no mention of a change in word order being used to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: The text mentions clause-initial particles for polar interrogatives, such as ""dk,"" ""qpmm,"" ""egaen,"" and ""ajasn."" This indicates the presence of clause-initial question particles.

4. **Clause-final question particle**: There is no mention of clause-final question particles in the provided text. Therefore, we code this as 0.

5. **Clause-medial question particle**: There is no mention of clause-medial question particles in the provided text. Therefore, we code this as 0.

6. **Interrogative verb morphology**: There is no mention of interrogative verb morphology in the provided text. Therefore, we code this as 0.

7. **Tone**: There is no mention of tone being used to mark polar questions in the provided text. Therefore, we code this as 0.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""","clause-initial question particle, interrogative intonation only","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Coptic,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Coptic, we can identify the strategies used for forming polar questions in Coptic.

1. **Interrogative intonation only**: The grammar mentions that unmarked yes/no questions take exactly the same form as corresponding declarative clauses and are distinguished from simple declaratives by means of question intonation. This indicates that interrogative intonation alone can mark polar questions.
   
2. **Interrogative word order**: There is no mention of a change in word order being used to form polar questions. The examples provided show that the word order remains the same as in declarative sentences.

3. **Clause-initial question particle**: The grammar states that Coptic makes use of interrogative particles such as ""ene"" and ""un,"" which must be placed in clause-initial position. This indicates the presence of a clause-initial question particle.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative verb morphology**: There is no mention of interrogative verb morphology in the provided paragraphs.

7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""","clause-initial question particle, interrogative intonation only","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
