Language,Response,Target,Predicted
Ijo (Kolokuma),"Based on the provided paragraphs from the descriptive grammar of Ijo (Kolokuma), it is possible to determine the method of standard negation in the language. Here is the relevant information extracted and analyzed:

1. **Negation Marker**: The text states that sentences are made negative by the introduction of the marker **-a** between the last verb and the aspect marker. This indicates that the negation is achieved through an affix that attaches directly to the verb.

2. **Examples**:
   - **Simple past**: 
     - Affirmative: *a b6-mi* (""she came"")
     - Negative: *a b6-a* (""she did not come"")
   - **Simple/continuous present**:
     - Affirmative: *a b6-yemi* (""she is coming"")
     - Negative: *a b6-a* (""she is not coming"")
   - **Simple future**:
     - Affirmative: *a b6-gimi* (""she will come"")
     - Negative: *a b6-a, fa-qjmi* (""she will not come"")
   - **Immediate past**:
     - Affirmative: *a b6-dqy* (""she has come"")
     - Negative: *a b6-a* (""she has not come"")

3. **Analysis**:
   - The negation marker **-a** is clearly an affix that attaches to the verb, forming a phonological unit with it.
   - The examples provided show consistent use of this affix across different tenses and aspects, confirming that it is a standard method of negation in Ijo (Kolokuma).

Given this information, it is evident that standard negation in Ijo (Kolokuma) can be marked by an affix that is phonologically bound to the verb.

**Conclusion**: 1",1,1
Emai,"Based on the provided paragraphs from the descriptive grammar of Emai, it is clear that standard negation in Emai involves the use of specific morphemes that are phonologically bound to the verb. Here is the reasoning:

1. **Negation Morphemes and Verb Tone**: The paragraphs describe that Emai uses specific negation morphemes (ì for Perfect Negation, khà for Prospective Negation, and yà for Past Absolute Negation) which precede the verb and affect its tone. For example:
   - **Perfect Negation**: ""ó ì è émàè"" (he NEG eat food) - Here, the negation morpheme ""ì"" is directly preceding and affecting the verb ""è"" (eat).
   - **Prospective Negation**: ""ó khà è ólí émàè"" (he PRONEG eat the food) - The negation morpheme ""khà"" precedes and affects the verb ""è"" (eat).
   - **Past Absolute Negation**: ""ó yà shèn úkpùn"" (he PANEG sell cloth) - The negation morpheme ""yà"" precedes and affects the verb ""shèn"" (sell).

2. **Phonological Binding**: The negation morphemes are described as being phonologically bound to the verb, as indicated by the consistent low tone on the verb when these morphemes are used. This suggests that the negation morphemes form a phonological unit with the verb.

3. **Affixation and Cliticization**: The use of morphemes like ""ì"", ""khà"", and ""yà"" directly attached to the verb indicates that these are either affixes or clitics. The grammar explicitly marks these morphemes as part of the verb phrase, showing that they are not free-standing particles but are bound to the verb.

Given this information, it is evident that standard negation in Emai can be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 1",1,1
Ik,"Based on the provided paragraphs from the descriptive grammar of Ik, we can analyze the method of standard negation in the language. Here are the key points:

1. **Negating Verbs**: The language uses highly irregular negating verbs such as ""ńt-"", ""ma-"", ""na-"", and ""mo-"" to express negation. These verbs fill the syntactic slot for the main verb in a clause.

2. **Complement Clause**: The negated main verb follows in the irrealis mood (or realis mood in the case of prohibitives) as a kind of complement clause.

3. **Examples**:
   - (140) Nta ƙod.
     - ńt-á (not-REAL) + ƙó-dⁱ (go-2SG[IRR])
     - Translation: ""You don’t go.""
   - (141) Maa naa ƙod.
     - má-á=naa (not-REAL=PST) + ƙó-dⁱ (go-2SG[IRR])
     - Translation: ""You didn’t go (earlier today).""
   - (142) Maa ƙod.
     - má-á (not-REAL) + ƙó-d-ᵃ (go-2SG-REAL)
     - Translation: ""Don’t go.""
   - (138) Moo ƙod.
     - mo-o (not-SEQ) + ƙó-dⁱ (go-2SG[IRR])
     - Translation: ""And you don’t go.""

From these points, it is evident that the negating verbs (ńt-, ma-, na-, mo-) are phonologically bound to the verb forms they negate. The negating verbs themselves are modifications of the verb, and in some cases, they are combined with suffixes or clitics (e.g., ""má-á=naa"").

**Reasoning**:
- The negating verbs are bound to the verb forms they negate, either through affixation or cliticization.
- The negating verbs modify the verb forms directly, indicating that the negation is marked by a modification of the verb or an affix/clitic that is phonologically bound to the verb.

**Conclusion**: 1",1,1
Ngiti,"Based on the provided paragraph, we can analyze the information to determine the method of standard negation in Ngiti. Here are the key points:

1. **Negative Markers**: The paragraph mentions three negative markers: ""inzi,"" ""inzé,"" and ""imba."" These markers have both long and short forms. The short forms are ""nzi,"" ""nza,"" and ""mba,"" respectively.

2. **Position in the Sentence**: The negative markers can be placed either in the initial position of the sentence or immediately following the conjugated verb.

3. **Modification of Form**: When used non-initially, the initial vowel ""i-"" is deleted, resulting in forms like ""nzi,"" ""nza,"" and ""mba.""

From this information, we can infer that the negative markers are not described as affixes or clitics that are phonologically bound to the verb. Instead, they appear to be separate words (particles) that can occupy different positions in the sentence. The deletion of the initial vowel ""i-"" when the marker is non-initial does not necessarily indicate that the marker is phonologically bound to the verb; it is more likely a phonological process affecting the marker itself.

Given the guidelines and examples provided, the evidence does not support that standard negation in Ngiti is marked by an affix, clitic, or modification of the verb. The markers are described as separate entities that can be placed in different positions within the sentence.

**Reasoning**:
- The negative markers are described as separate words (particles) that can be placed either at the beginning of the sentence or after the conjugated verb.
- There is no indication that these markers are phonologically bound to the verb as affixes or clitics.
- The deletion of the initial vowel ""i-"" is a phonological process affecting the marker itself, not an indication of it being bound to the verb.

**Conclusion**: 0",0,0
Sidaama,"Based on the provided paragraphs from the descriptive grammar of Sidaama, we can determine the method of standard negation in the language. Here are the key points:

1. **Negative Proclitic di=**: The grammar explicitly mentions a negative proclitic ""di="" that is phonologically bound to the beginning of a clause-final constituent or a constituent in the focus position. This proclitic can attach directly to verbs, as seen in examples (3.437) to (3.442).

2. **Examples of di= with Verbs**:
   - (3.437) ""di=haw-ø-anno"" (NEG=forget-3SG.M-IMPRF.3) translates to ""He does not forget people’s names.""
   - (3.438) ""di=a-ø-ino"" (NEG=drink-3SG.M-P.PRF.3) translates to ""He did not drink milk.""
   - (3.439) ""di=no"" (NEG=exist.P.PRF.3) translates to ""Flies do not exist in the house.""
   - (3.440) ""di=u-i-t-ino"" (NEG=give-EP-3SG.F-P.PRF.3) translates to ""Bule did not give food to Dangura.""
   - (3.441) ""di=t’uur-oo-mm-o"" (NEG=milk-P.PRF.1-1SG-M) translates to ""I did not milk that cow.""
   - (3.442) ""di=odo’l-a bat’-ø-anno"" (NEG=play-INF like-3SG.M-IMPRF.3) translates to ""Lashe likes not playing outside (but doing something else outside).""

3. **Attachment to Verbs**: The negative proclitic ""di="" attaches directly to verbs in various aspects (present perfect, imperfect, progressive, continuous), indicating that it is phonologically bound to the verb.

Given this information, it is clear that standard negation in Sidaama can be marked by a clitic that is phonologically bound to the verb.

**Conclusion:** 1",1,1
Mursi,"1. Based on the provided paragraphs from the descriptive grammar of Mursi, it is clear that standard negation in Mursi can be marked by affixes, clitics, or modifications of the verb. Specifically, the language employs bound circumclitics for negating verbs in the imperfective aspect and a combination of a negative particle and a negative enclitic for verbs in the perfective aspect. Here are the key points supporting this conclusion:

- **Imperfective Aspect**: Negation is marked by the circumclitics ŋà= (proclitic) and =ó (enclitic) surrounding the verb root. For example, in the sentence ""ŋà=hín-Ø=ó"" (NEG.IMPERV=want.IMPERV-2sg.SU.IMPERV=NEG), the negation is marked by the circumclitics attached to the verb root ""hín"".
  
- **Perfective Aspect**: Negation involves the independent negative particle ŋànì and the negative enclitic =ó attached to the verb root. For instance, in ""ŋànì k-íríčá=ó"" (NEG.PERV 3.SBJV-born.PERV=NEG), the negation is marked by the particle ŋànì and the enclitic =ó.

- **Imperative and Hortative Forms**: The negative imperative is formed by attaching the proclitic ŋà= to the verb root, as seen in ""ŋà=ɓág-í"" (NEG.IMPERV=eat.IMPERV-SG).

These examples demonstrate that negation in Mursi is achieved through bound morphemes (affixes and clitics) that attach directly to the verb, thus forming a phonological unit with the verb root.

Conclusion: 1",1,1
Majang,"Based on the provided paragraphs from the descriptive grammar of Majang, we can analyze the method of standard negation in the language.

1. **Negative Auxiliary and Negative Verb**: The text describes the use of a negative auxiliary ""k-"" which is inflectable and takes the place of the verb in the clause. The lexical negative verb form follows later as a complement to the auxiliary predication. For example:
   - **Example V.85a**: ""nɛ kìr cɛːnà gájɛːL òláːtL bàŋɛ.""
     - Gloss: ""CONJ NEG-3P 3S-DAT succeed-NEG things\NOM all""
     - Translation: ""All things will fail him.""
   - **Example V.85b**: ""nɛ ɔ̀kɔ̀n kí bóŋíːɗǐŋ ...""
     - Gloss: ""CONJ if NEG-3S take-NEG=CND""
     - Translation: ""If she refuses it, …""

2. **Affixation**: The negative auxiliary ""k-"" is prefixed to the verb, and the negative verb form itself is marked with a suffix ""-ɛːL"" (as seen in ""gàj-ɛːL"" for ""succeed-NEG""). This indicates that negation involves both a prefix and a suffix attached to the verb.

3. **Subject Placement**: The subject can appear between the negative auxiliary and the negative verb, or after the negative verb form, indicating flexibility in sentence structure.

4. **Negative Copula and Existential Forms**: The language also uses a negative copula ""mókò"" and a negative existential form ""k-ɛːL"", which function similarly to their affirmative counterparts.

Given this information, it is clear that standard negation in Majang involves the use of an affix (the negative auxiliary ""k-"" and the suffix ""-ɛːL"" on the verb). These markers are phonologically bound to the verb, fulfilling the criteria for standard negation as defined.

**Conclusion:** 1",1,1
Birri,"Based on the provided paragraphs from the descriptive grammar of the Birri language, we can analyze the method of standard negation.

1. **Analysis of Negation in Birri:**
   - The text mentions ""ca — sa — sha negative particle, to be found at the end of negative statements."" This indicates that negation in Birri is marked by particles that appear at the end of the sentence.
   - The examples provided in the text also support this:
     - ""They are not many atyone sha.""
     - ""Neg. ini agbb-sa (pr. ina gbb-sa).""

2. **Determining if Negation is Phonologically Bound:**
   - The particles ""ca,"" ""sa,"" and ""sha"" are described as being at the end of negative statements, but there is no explicit indication that these particles are phonologically bound to the verb. They appear to function as separate words (particles) rather than affixes or clitics.
   - The given examples show these particles following the verb but do not demonstrate that they are attached to the verb as affixes or clitics.

3. **Conclusion:**
   - Based on the information provided, it is not possible to determine definitively that standard negation in Birri is marked by an affix, clitic, or modification of the verb. The negation particles appear to be separate words rather than phonologically bound elements.

**Conclusion:** 0",0,0
Tamashek,"Based on the provided paragraphs from the descriptive grammar of Tamashek, we can analyze the method of standard negation in the language.

### Analysis:

1. **Paragraph 1**:
   - The Perfective Negative (PerfN) is formed by adding an ablaut formative that changes ""ae"" in the Perfective Positive (PerfP) to ""e"". This indicates a modification of the verb itself.
   - The PerfN is used after the negative preverbal particle ""wser"", which must directly follow it with no intervening material other than clitics. This suggests that the negation involves both a particle and a modification of the verb.

2. **Paragraph 2**:
   - The PerfN is formed from the PerfP by adding a single ablaut formative realized as an ""e"" vowel. This formative is expressed audibly only in light stems ending in ...CaeC-, otherwise, the PerfN is homophonous to the PerfP.
   - The examples provided show verbs where the negation is marked by this vowel change, indicating that the verb itself is modified to express negation.

### Reasoning:

The information provided in the paragraphs clearly indicates that standard negation in Tamashek involves a modification of the verb through an ablaut process. Specifically, the change from ""ae"" to ""e"" in the verb form is a direct modification of the verb to mark negation. This meets the criteria for being phonologically bound to the verb, as the negation is not marked by a separate particle alone but involves a change within the verb itself.

### Conclusion:

1

",1,1
Coptic,"1. Based on the provided paragraphs, it is evident that standard negation in Coptic can be marked by elements that are phonologically bound to the verb. Specifically, the examples provided show negation involving prefixes and suffixes attached to the verb. For instance:

- The negative first present form ""N-G-CWTM AN"" (he is not hearing) involves the prefix ""N-"" and the suffix ""-AN"" attached to the verb ""CWTM"" (to hear).
- The negative first future form ""N-q-NA-CWTM AN"" (he is not going to hear) involves the prefix ""N-"" and the suffix ""-AN"" attached to the verb ""q-NA-CWTM"" (he is going to hear).

These examples demonstrate that negation in Coptic can be marked by affixes that are phonologically bound to the verb, fulfilling the criteria for option 1.

Conclusion: 1",1,1
Igbo,"Based on the provided paragraph from ""A Grammar of Contemporary Igbo,"" it is clear that standard negation in Igbo can be marked by affixes or modifications of the verb. Here are the key points supporting this conclusion:

1. **Inflectional Suffixes**: The text explicitly mentions ""inflectional suffixes that are inherently negative,"" providing examples such as ""Ejèlà"" (V NEG IMP) meaning ""Do not go!"" and ""Ò dibèghì"" (It be PERF-NEG N) meaning ""It is not yet good."" These examples show that negation is marked directly on the verb through suffixation.

2. **General Negative Suffix**: The paragraph states that ""The General Negative suffix has different morphological realizations that are dialect–specific,"" indicating that negation is achieved through suffixes attached to the verb.

3. **Morphological Negation**: The text asserts that ""Igbo really exhibits morphological negation because the negative markers are part of the derivational morphology of the verb."" This confirms that negation is integrated into the verb morphology, either through affixes or other modifications.

Given these points, it is evident that standard negation in Igbo involves affixes or modifications of the verb, which are phonologically bound to the verb.

**Conclusion:** 1",1,1
Mambai,"Based on the provided paragraphs from the descriptive grammar of Mambai, we can determine the method of standard negation in the language. Here are the key points relevant to the analysis:

1. **Negation Particles**: The language uses negation particles such as ""yá"" and ""gá"" to mark negation. These particles are not phonologically bound to the verb, as they appear as separate words in the examples given.

2. **Negative Subject Pronouns**: Negation is also marked on Indicative subject pronouns. These pronouns exhibit specific shapes and tonal values when negated, such as ""mìí"" for 1SG:PFV.NEG and ""míì"" for 1SG:NONPFV.NEG. This indicates that negation can be marked by a modification of the verb through the use of these negative subject pronouns.

3. **Summary of Negative Verbal Forms**: The summary table confirms that negative verb forms are marked with negation particles and negative subject pronouns. The presence of negative subject pronouns suggests that negation is integrated into the verb phrase through these pronouns.

Given these points, it is clear that standard negation in Mambai can be marked by a modification of the verb through the use of negative subject pronouns. This satisfies the criteria for being phonologically bound to the verb.

### Reasoning:
- The use of negative subject pronouns (e.g., ""mìí"", ""míì"") indicates that negation is marked by modifying the verb phrase.
- These pronouns are phonologically bound to the verb, as they form a single phonological unit with the verb.

### Conclusion: 1",0,1
Ingessana,"Based on the provided paragraphs from the descriptive grammar of Ingessana, the method of standard negation can be analyzed as follows:

1. The negative particle ""wá"" is described as always occurring clause-finally and modifying or negating the preceding verb, verb predicate, or clause. It is explicitly stated that ""wá"" functions similarly to an adverb and can be separated from the verb by verb complements or adjuncts. This indicates that ""wá"" is not phonologically bound to the verb, but rather functions as a separate word (particle).

2. The examples provided further illustrate that ""wá"" is not attached to the verb:
   - In (14a), ""wá"" follows the verb phrase and is separated from the verb by other elements.
   - In (14b), ""wá"" follows an adverb of manner.
   - In (14c), ""wá"" follows a prepositional phrase functioning as an adverb.

Given this information, it is clear that the standard negation in Ingessana is marked by a separate particle ""wá"" that is not phonologically bound to the verb. Therefore, standard negation in Ingessana cannot be marked by an affix, clitic, or modification of the verb.

Conclusion: 0",0,0
Gorowa,"1. Based on the provided paragraphs from the descriptive grammar of Gorowa, it is clear that standard negation can be marked by a clitic that is phonologically bound to the verb. The relevant section (2.6.2.1) explicitly states that verbal negation in Gorowa is accomplished using the negative clitic =ká(ng), which attaches to verb roots that have been extended by the suffix -a in the present tense and -i in the past tense. This indicates that the negation marker forms a phonological unit with the verb, fulfilling the criteria for standard negation being marked by an affix, clitic, or modification of the verb.

Examples provided in the grammar further illustrate this:
- In the present tense: ""tam motloo ngi xu’aká"" (She doesn’t even know tomorrow), where =ká is attached to the verb root extended by -a.
- In the past tense: ""inós tunáy ngu xu’iká"" (She didn’t know of dried honey), where =ká is attached to the verb root extended by -i.

These examples confirm that the negative clitic =ká(ng) is phonologically bound to the verb, thus satisfying the condition for marking standard negation.

2. **Conclusion:** 1",1,1
Shatt,,0,
Koromfe,"Based on the provided paragraphs from the descriptive grammar of Koromfe, we can determine the method of standard negation in the language. Here are the key points:

1. **Negative Particle ""ba""**: The particle ""ba"" is positioned before the verb to negate a sentence. This particle is not phonologically bound to the verb, as it stands as a separate word.

2. **Negative Subject Pronouns**: The language also uses negative subject pronouns, which are proclitics on the verb. These negative pronouns are phonologically bound to the verb, as they attach directly to it. Examples include ""maa"" (1st person singular), ""daa"" (3rd person singular human), and others.

3. **Examples**:
   - (263) ""maa hamandaa ke sa bEllaa"" ('I don't think that he will come back tomorrow.')
   - (264) ""mg hamandaa ke sa daa bElla"" ('I don't think that he will come back tomorrow.')

In these examples, the negative pronouns ""maa"" and ""daa"" are proclitics attached to the verb, indicating that they are phonologically bound to the verb.

Given this information, it is clear that standard negation in Koromfe can be marked by a clitic (negative subject pronouns) that is phonologically bound to the verb.

**Reasoning**:
- The negative subject pronouns are described as proclitics on the verb, meaning they are phonologically bound to the verb.
- The examples provided show these negative pronouns directly attached to the verb, fulfilling the criteria for being phonologically bound.

**Conclusion**: 1",1,1
