Language,Response,Target,Predicted
Ijo (Kolokuma),"1. Based on the provided paragraphs, it is evident that standard negation in Ijo (Kolokuma) can be marked by an affix or a modification of the verb. Specifically, Paragraph 3 mentions that sentences are made negative by the introduction of the marker ""-a"" between the last verb and the aspect marker. This indicates that the negation marker ""-a"" is an affix that attaches to the verb, forming a phonological unit with it. Additionally, Paragraph 1 provides examples such as ""eri, d6ma tun-a"" (he didn't sing) and ""eri, kyrej, bjph?, b6-a"" (he could not come here), further supporting the presence of a verb-affixed negation marker.

2. Conclusion: 1",1,1
Emai,"1. **Reasoning:**

Based on the provided paragraphs, it is clear that standard negation in Emai can be marked by an affix, clitic, or modification of the verb. Specifically, Paragraph 3.1.2 (Predicate negation) provides detailed information on how negative inflection is expressed in Emai. It mentions three mutually exclusive forms of negative inflection: Perfect Negation (ì), Prospective Negation (khà), and Past Absolute Negation (yà). These forms occur with a subject pronoun or subject concord and affect the verb's tone.

For example:
- Perfect Negation (ì) is expressed with a low tone ì, and in third person monotransitive clauses, the verb tone is low (è) (Example: ""ó ì è émàè"" meaning ""He did not eat food"").
- Prospective Negation (khà) uses a low tone khà, and similarly affects the verb's tone (Example: ""ó khà è ólí émàè"" meaning ""He will not eat the food"").
- Past Absolute Negation (yà) uses a low tone yà and also affects the verb's tone (Example: ""ó yà shèn úkpùn"" meaning ""He never sells cloth"").

These examples demonstrate that negation in Emai involves modifications to the verb, specifically through the use of affixes that are phonologically bound to the verb.

2. **Conclusion: 1**",1,1
Ik,"Based on the provided paragraphs, it is clear that standard negation in Ik involves the use of negator verbs such as ńt- and ma-/na-. These negator verbs are described as filling the clause-initial slot, taking modal suffixes, and being modified by tense enclitics, which indicates that they are phonologically bound to the verb. Additionally, the negated main verb follows in the irrealis mood, showing a close syntactic and phonological relationship between the negator and the main verb.

Here are some key points from the paragraphs that support this conclusion:

1. **Paragraph 2**: It mentions that negation in Ik is signaled by negator verbs that show agreement for an impersonal 3-person subject and take modal suffixes. The negator verbs are described as defective verbs rather than merely negating particles because they fill the clause-initial slot, take modal suffixes, and can be modified by tense enclitics.

2. **Paragraph 3**: It explains that the negating verbs fill the syntactic slot for a clause’s main verb, and the negated main verb follows in the irrealis mood. Examples like ""ńt-áƙó-dⁱ"" (You don’t go) and ""má-á=naaƙó-dⁱ"" (You didn’t go) show the negator verb ńt- or ma- taking modal suffixes and being closely linked to the main verb.

3. **Paragraph 5**: It provides examples of negated clauses where the negator verb is followed by the negated verb in the irrealis mood, such as ""má-á=beeŋk-aƙó-íⁱ"" (I didn’t go).

These points indicate that the negator verbs in Ik are phonologically bound to the verb, either through affixation or modification of the verb.

**Reasoning**: The evidence from the descriptive grammar shows that standard negation in Ik involves negator verbs that are phonologically bound to the main verb through affixation or modification. This satisfies the criteria for marking standard negation by an affix, clitic, or modification of the verb.

**Conclusion**: 1",1,1
Ngiti,"Based on the provided paragraphs, it is possible to determine that standard negation in Ngiti can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Paragraph 2** provides clear evidence of the negative marker ""ma"" being used in conjunction with the verb. The examples show the negative marker ""ma"" appearing before the verb and forming a phonological unit with it:
   - ""inzi ma m-dbhi"" (I have not cultivated the field)
   - ""ma m-dbhi"" (I have not cultivated the field just now)

2. **Paragraph 5** further supports this by explaining that the negative markers ""inzi,"" ""inza,"" and ""mba"" can take different positions in the sentence, including non-initial positions where they attach to the verb:
   - ""When used non-initially, the initial vowel i- is deleted, a feature found with all I-initial words, see also 2.2. The resultant forms are nzi, nza, mba.""

3. **Paragraph 10** mentions that affirmative and negative markers can only take one of two positions in the clause: the initial adjunct position or immediately following the conjugated verb or auxiliary verb:
   - ""Unlike the previously mentioned clause-level particles, affirmative and negative markers can only take one of two positions in the clause: the initial adjunct position or immediately following the conjugated verb or auxiliary verb.""

These pieces of information collectively indicate that the negative markers in Ngiti can indeed be phonologically bound to the verb, either as affixes or clitics.

**Conclusion:** 1",0,1
Sidaama,"Based on the provided paragraphs from the descriptive grammar of Sidaama, it is evident that standard negation in Sidaama can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Affixation**: 
   - Paragraph 3 mentions the negative suffix **-kki** which negates the verb in various subordinate clauses (e.g., ""sell-3SG.F-IMPRF.3-NEG=NPC.F.CMPL"" and ""give-3SG.M-IMPRF.3-3SG.F-NEG=NPC.M.CMPL"").
   - Paragraph 5 further elaborates that the negative suffix **-kki** is always attached to the verb of a subordinate clause, indicating that negation is marked directly on the verb.

2. **Cliticization**:
   - Paragraph 4 introduces the negative proclitic **di=** which is phonologically bound to the beginning of a clause-final constituent or a constituent in the focus position. This clitic can attach to verbs, as shown in examples like ""NEG=exist.P.PRF.3"" and ""NEG=give-EP-3SG.F-P.PRF.3"".
   - Paragraph 14 provides additional examples of the negative clitic **di=** attaching to verbs in relative clauses, such as ""NEG=swim-3SG.F-CNN"" and ""NEG=swim-3SG.F-INF-MANNER"".

3. **Modification of the Verb**:
   - Paragraph 18 discusses the use of the negative proclitic **di=** in complex verb constructions, indicating that negation can be marked by modifying the verb form itself, as in ""NEG=enter-3SG.F-S.PRF.3"".

Given these examples, it is clear that Sidaama employs both affixation and cliticization to mark standard negation directly on the verb.

**Conclusion:** 1",1,1
Mursi,"### Reasoning:

Based on the provided paragraphs, we can determine that standard negation in Mursi can indeed be marked by an affix, clitic, or modification of the verb. Here are the key points supporting this conclusion:

1. **Paragraph 2**: This paragraph explicitly states that negation in Mursi involves bound circumclitics for verbs in the imperfective aspect and a combination of a negative particle and an enclitic for verbs in the perfective aspect. Specifically, it mentions:
   - Imperfective aspect: Negation is marked by bound circumclitics [ŋà=…=ó].
   - Perfective aspect: Negation involves the negative particle ŋànì and the negative enclitic =ó attached to the verb root.

2. **Paragraph 10**: This paragraph further elaborates on the use of circumclitics for negating verbs in the imperfective aspect, confirming the presence of the proclitic ŋà= and the enclitic =ó.

3. **Paragraph 7**: This paragraph provides examples of negation in Mursi, showing the use of the circumclitics ŋà= and =ó around the verb root in the imperfective aspect.

4. **Paragraph 13**: This paragraph discusses the formation of negative imperatives using the negative proclitic ŋà= and the negative enclitic =ó, further supporting the use of bound morphemes for negation.

5. **Paragraph 17**: This paragraph mentions the use of the negative particle ŋànì and the negative enclitic =ó for negating verbs in the perfective aspect, reinforcing the earlier points.

6. **Paragraph 19**: This paragraph discusses the use of the negative circumclitics in various contexts, including the imperfective aspect, and provides examples of their usage.

### Conclusion: 1

The evidence from the provided paragraphs clearly indicates that standard negation in Mursi can be marked by an affix, clitic, or modification of the verb. Therefore, the correct response is 1.",1,1
Majang,"1. Based on the provided paragraphs, it is clear that standard negation in Majang involves the use of a negative auxiliary ""k-"" which is inflected for person and combined with a negative verb form. The negative verb form itself is marked with suffixes such as ""-ɛːL"" or ""-iːt"" depending on the verb class. This indicates that negation in Majang can be marked by affixes that are phonologically bound to the verb. 

For example, in Paragraph 3, it is mentioned that ""The Majang language uses a fully inflectable auxiliary k- for creating negative sentences in conjunction with the negative verbal nouns."" Additionally, Paragraph 18 provides examples of negative verb forms that require the negative auxiliary ""k-"" and are marked with suffixes like ""-ɛːL"" or ""-iːt"". This demonstrates that the negative marking is indeed bound to the verb.

Therefore, the evidence supports that standard negation in Majang can be marked by an affix or modification of the verb.

Conclusion: 1",1,1
Birri,"1. Based on the provided paragraphs, it is possible to determine that standard negation in the language Birri can be marked by an affix, clitic, or modification of the verb. This conclusion is drawn from several pieces of evidence:

- **Paragraph 3**: The examples of negation in declarative sentences show the use of the particle ""sa"" at the end of the verb phrase. For instance, ""I am not Birri"" is translated as ""amd viri sa,"" where ""sa"" is the negative marker attached to the verb phrase.
- **Paragraph 8**: This paragraph provides further examples of negation with the particle ""sa"" at the end of the verb phrase, such as ""They are not many"" translated as ""atyone sha"" and ""I have not"" translated as ""ana gama Bd-sa.""
- **Paragraph 14**: This paragraph provides examples of negation in various contexts, such as ""I do not eat"" translated as ""monyo (e)de-sha"" and ""They do not smoke opium"" translated as ""aydne bangi-sha."" The negative particle ""sha"" is consistently placed at the end of the verb phrase, indicating it is phonologically bound to the verb.

These examples collectively demonstrate that the negative marker ""sa"" or ""sha"" is used as an affix or clitic that attaches to the verb, thus forming a phonological unit with the verb root.

Conclusion: 1",0,1
Tamashek,"1. Based on the provided paragraphs, it is clear that standard negation in Tamashek can be marked by modifications to the verb or by affixes/clitics that are phonologically bound to the verb. Here is the reasoning:

- **Paragraph 1** mentions the use of a special LoImpfN stem for negation in the imperfective aspect, which involves blocking certain phonological features and applying a specific melody. This indicates a modification of the verb for negation.
  
- **Paragraph 2** describes how the perfective negative (PerfN) stem is formed by modifying the verb stem, specifically through ablaut changes (e.g., converting ""ae"" to ""e""). This is another instance of verb modification for negation.
  
- **Paragraph 10** further supports this by explaining that the PerfN is formed from the PerfP by adding an ablaut formative, realized as an ""e"" vowel in certain contexts, indicating a morphological change to the verb.

These paragraphs collectively show that Tamashek uses verb modifications (such as ablaut changes) to mark standard negation, which fits the criteria for being phonologically bound to the verb.

Conclusion: 1",1,1
Coptic,"1. Based on the provided paragraphs, it is evident that Coptic employs several strategies for negation, including the use of affixes and clitics that are phonologically bound to the verb. Here are the key points supporting this conclusion:

- **Paragraph 1**: This paragraph provides examples of negative tenses where negation is marked by prefixes such as ""N-"" and ""n-"". For instance, ""N-q-NA-CWTM AN"" (he is not going to hear) and ""N-N6-q-CWTH AN"" (he was not hearing) show the use of the prefix ""N-"" attached to the verb.
  
- **Paragraph 2**: This paragraph describes the syntactically discontinuous negation ""N- ... aN"", where ""N-"" is a clause-initial particle that attaches to the verb, and ""an"" is a clause-internal negation adverb. This indicates that the negation involves a bound morpheme.

- **Paragraph 3**: This paragraph mentions three morphologically distinct negation strategies, including the double negation ""N- ... an"" and the negative auxiliary verb ""TH"" (to do not). The double negation involves the prefix ""N-"" attached to the verb.

- **Paragraph 9**: This paragraph discusses negative tenses marked by a morpheme-initial labial or velar nasal ""w-"" or ""N-"". These negative conjugation patterns originate from the merger between negation and the relevant tense-aspect-mood marker into a single morph, indicating that negation is marked by an affix.

- **Paragraph 14**: This paragraph describes the use of the negative auxiliary verb ""TH"" in various negative tenses, such as the Negative Temporal ""NT€P6-q-TH-CWTM"" and the Negative Terminative ""wanTe-q-TH-COTM"". The auxiliary verb ""TH"" is used as a marker of negative polarity and is attached to the verb.

These examples demonstrate that Coptic uses affixes and clitics that are phonologically bound to the verb to mark standard negation.

Conclusion: 1",1,1
Igbo,"Based on the provided paragraphs, we can determine that standard negation in Igbo can indeed be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Paragraph 1** mentions that negation markers are marked on the first verb, which suggests that negation is directly associated with the verb.
2. **Paragraph 3** provides clear evidence of morphological negation. It mentions the use of a harmonizing general negative marker `=ghi` immediately following the past tense marker or auxiliaries in various tenses. Additionally, it mentions a harmonizing negative prefix `A-` on the verb and auxiliaries, as well as changes in tone patterns associated with negation.
3. **Paragraph 16** provides an example of a negative stative sentence where the verb is marked with the negative suffix `=ghI`.

These examples indicate that negation in Igbo involves affixes and modifications directly on the verb, fulfilling the criteria for standard negation as defined.

**Conclusion:** 1",1,1
Mambai,"1. Based on the provided paragraphs, it is clear that standard negation in Mambai can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

- Paragraph 1 mentions that negative forms are marked by negative particles yá and gá, and that yá is a clitic, as it takes the nasal value of the last syllable of the preceding morpheme.
- Paragraph 3 explains that verbal negation is marked on Indicative subject pronouns, which exhibit a CVV shape for negative forms, indicating a modification of the verb.
- Paragraph 5 states that negation is always signaled by the clause-final negative particle yá along with some additional indicator, and mentions that yá is accompanied by a modification of the structure of subject pronouns.
- Paragraph 8 summarizes that negative verb forms are marked with negation particles and negative subject pronouns, which further supports the presence of phonologically bound elements in negation.

These points collectively indicate that negation in Mambai involves modifications of the verb and the use of clitics or affixes.

Conclusion: 1",0,1
Ingessana,"1. Based on the provided paragraphs, it is clear that standard negation in Ingessana is marked by the negative particle ""wá,"" which always occurs clause-finally and modifies or negates the preceding verb, verb predicate, or clause. This particle is not phonologically bound to the verb, as it can be separated from the verb by verb complements or adjuncts. Therefore, there is no indication that negation is marked by an affix, clitic, or modification of the verb itself.

2. The paragraphs provide consistent evidence that the negative particle ""wá"" functions independently and does not attach to the verb or modify it directly. This is supported by multiple examples where ""wá"" appears clause-finally, separated from the verb by other elements.

Conclusion: 0",0,0
Gorowa,"### Reasoning

Based on the provided paragraphs, we can determine the method of standard negation in Gorowa by examining the relevant information about how negation is marked in the language. Here are the key points extracted from the paragraphs:

1. **Paragraph 1**:
   - **Negation is accomplished by the enclitic =ká(ng)**.
   - **Verbal negation**: The negative clitic =káng (often reduced to =ká) attaches to verb roots only if the roots have been extended by the suffix -a (in the present tense) and -i (in the past tense).
   - Examples provided show the clitic =ká attached to the verb roots extended by these suffixes:
     - Present Tense: ""tam motloo ngi xu’aká"" (know.F -NEG.PRES)
     - Past Tense: ""inós tunáy ngu xu’iká’"" (know.F -NEG.PST)

2. **Paragraph 9**:
   - **Topic marker as part of negative morphology on nouns**: The negative clitic =ká(ng) attaches to forms extended with the topic clitic.

From this information, it is clear that the standard negation in Gorowa involves a clitic (=ká(ng)) that attaches to the verb roots extended by specific tense suffixes. This clitic is phonologically bound to the verb, as it forms a unit with the verb root and its tense suffix.

### Conclusion: 1

The evidence from the provided paragraphs indicates that standard negation in Gorowa can indeed be marked by an affix, clitic, or modification of the verb. Therefore, the correct option is 1.",1,1
Shatt,"1. Based on the provided paragraphs, it is possible to determine that standard negation in Shatt can be marked by an affix, clitic, or modification of the verb. Specifically, Paragraph 16 provides examples of verbs and their forms, including negation. The verb form section mentions that verbs can take various suffixes, including those for negation. For instance, the verb ""saxe"" (refuses) can take different suffixes to indicate various forms, and it is reasonable to infer that negation could be one of these forms.

Additionally, the presence of suffixes such as -d, -t, and others that modify verbs suggests that negation could be marked similarly. Although explicit examples of negation are not provided in the given paragraphs, the structure and use of suffixes in verb forms imply that negation could be marked by an affix or modification of the verb.

2. **Conclusion:** 1",0,1
Koromfe,"Based on the provided paragraphs from the descriptive grammar of Koromfe, we can determine the method of standard negation in the language. Here is the relevant information extracted from the paragraphs:

1. **Paragraph 2**: It states that a sentence can be negated either with the negative particle ""ba"" positioned before the verb or by using a negative subject pronoun from a given list, all of which are proclitics on the verb. This indicates that the negative subject pronouns are phonologically bound to the verb.

2. **Paragraph 3**: It mentions that the negative personal pronouns always shorten the long final ""aa"" of a following progressive verb form, suggesting a phonological interaction between the negative pronouns and the verb.

3. **Paragraph 18**: It provides a list of negative prefixal pronouns that can only be used as the (prefixed) subject of a verb, giving the verb a negated reading. This further supports the idea that negation can be marked by a modification of the verb through the use of these negative pronouns.

Given this information, it is clear that standard negation in Koromfe can be marked by an affix, clitic, or modification of the verb. The negative subject pronouns, which are proclitics, attach directly to the verb, forming a phonological unit with it.

### Reasoning:
- **Negative subject pronouns** are described as proclitics that attach to the verb.
- **Phonological interaction** between the negative pronouns and the verb is mentioned, indicating that they form a phonological unit.
- **Negative prefixal pronouns** are used to negate the verb directly.

### Conclusion:
1",1,1
Nobiin,"Based on the provided paragraphs, it is possible to determine that standard negation in Nobiin can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Paragraph 4** discusses the use of the verb men-/min- ‘not to be’ in various periphrastic constructions for negation. This indicates that negation is achieved through a separate verb rather than an affix or clitic attached to the main verb. However, it also mentions that in many instances, an emphatic postposition -/o is attached to the negative verb, which suggests some form of phonological binding.

2. **Paragraph 6** provides more direct evidence. It mentions that the element -min/-muun- is inserted between the verbal base and the ending to form the negative present tense. This clearly indicates that negation in Nobiin can be marked by a modification of the verb through the insertion of a negative morpheme.

3. **Paragraph 8** further supports this by discussing the use of -moon- as a variant of -min/-muun- in negative constructions, reinforcing the idea that negation involves modifying the verb with a bound morpheme.

4. **Paragraph 13** also mentions the suffix -kon/-ko used in past tense constructions, which has replaced older forms in the negative. This suggests that negation involves suffixation in certain tenses.

Given these points, it is clear that standard negation in Nobiin can be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 1",1,1
