Language,Response,Target,Predicted
Ijo (Kolokuma),"Based on the provided paragraphs from the descriptive grammar of Ijo (Kolokuma), we can determine the method of standard negation in the language. Here is the relevant information extracted from the text:

1. **Paragraph 1**:
   - ""Sentences are made negative by the introduction of the marker -a between the last verb and the aspect marker; considerable re-ordering of the aspect markers takes place as a result.""
   - Examples provided:
     - ""a b6-a"" (she did not come)
     - ""a b6-a"" (she is not coming)
     - ""a b6-a, fa-qjmi"" (she will not come)

From this information, it is clear that the negation marker ""-a"" is an affix that attaches to the verb. This affix is placed between the verb and the aspect marker, indicating that it is phonologically bound to the verb.

### Reasoning:
- The negation marker ""-a"" is explicitly described as being inserted between the verb and the aspect marker, which qualifies it as an affix.
- The examples provided show the negation marker ""-a"" directly attached to the verb, confirming that it is phonologically bound to the verb.

### Conclusion:
1",1,1
Emai,"Based on the provided paragraphs from the descriptive grammar of Emai, it is possible to determine that standard negation in Emai can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Affixation and Clitics**: The paragraphs describe the use of specific morphemes for negation that are phonologically bound to the verb. For instance:
   - In Paragraph 1, examples (12a-d) and (13a-d) show the use of the negation morpheme ""ì"" preceding the verb. This morpheme is phonologically bound to the verb, indicating that negation is marked by an affix or clitic.
   - Paragraph 3.1.2 explicitly states that negative inflection is expressed by forms such as ""ì"" for Perfect Negation, ""khà"" for Prospective Negation, and ""yà"" for Past Absolute Negation. These morphemes precede the verb and are phonologically bound to it.

2. **Modification of the Verb**: The tone of the verb changes in the presence of negation. For example:
   - In Paragraph 1.6.2, it is mentioned that ""For simple negation, a transitive verb is preceded by subject concord and negation (NEG) morphemes. Under this condition, verb tone is low as well."" This indicates that the verb itself undergoes a tonal modification when negated.

Given these points, it is clear that standard negation in Emai involves both the use of phonologically bound morphemes (affixes or clitics) and modifications to the verb (tonal changes).

**Conclusion:** 1",1,1
Ik,"Based on the provided paragraphs from the descriptive grammar of Ik, we can analyze the method of standard negation in the language.

1. **Negating Verbs and Modal Suffixes**:
   - The paragraphs indicate that negation in Ik involves the use of highly irregular negating verbs such as ""ńt-"", ""ma-"", ""na-"", and ""mo-"". These negating verbs fill the syntactic slot for the main verb in a clause.
   - The negated main verb follows in the irrealis mood (or realis mood in the case of prohibitives) as a complement clause.

2. **Examples**:
   - The examples provided show the negating verbs combined with the main verb in the irrealis or realis mood:
     - (140) ""Nta ƙod."" (ńt-á ƙó-dⁱ) - ""not-REAL go-2SG[IRR]"" - ""You don’t go.""
     - (141) ""Maa naa ƙod."" (má-á=naa ƙó-dⁱ) - ""not-REAL=PST go-2SG[IRR]"" - ""You didn’t go (earlier today).""
     - (142) ""Maa ƙod."" (má-á ƙó-d-ᵃ) - ""not-REAL go-2SG-REAL"" - ""Don’t go.""
     - (138) ""Moo ƙod."" (mo-o ƙó-dⁱ) - ""not-SEQ go-2SG[IRR]"" - ""And you don’t go.""

3. **Affixation and Clitics**:
   - The examples show that the negating verbs (e.g., ""ńt-"", ""ma-"", ""mo-"") are phonologically bound to the verb forms they negate, either through affixation or cliticization. For instance, ""ńt-á"" and ""má-á"" are affixed forms indicating negation.

Given this information, it is clear that standard negation in Ik can be marked by an affix, clitic, or modification of the verb. The negating verbs are phonologically bound to the verbs they negate, fulfilling the criteria for marking negation through affixation or cliticization.

**Conclusion:** 1",1,1
Ngiti,"Based on the provided paragraph, the following points can be noted:

1. The language Ngiti has three negative markers: inzi, inzé, and imba.
2. These negative markers can appear in two forms: a disyllabic form when used sentence-initially and a shortened form (nzi, nza, mba) when used non-initially.
3. The negative markers can take one of two positions in the sentence: either in the initial position or immediately following the conjugated verb.

From this information, it is clear that the negative markers are separate words that can occupy specific positions in the sentence. There is no indication that these markers are affixes or clitics that are phonologically bound to the verb. Instead, they appear to function as independent particles that can be placed either at the beginning of the sentence or immediately after the verb.

Given the criteria for determining whether standard negation can be marked by an affix, clitic, or modification of the verb, the provided paragraph does not support such a conclusion. The negative markers in Ngiti are not described as being bound to the verb in any way.

### Reasoning:
- The negative markers are described as separate words that can occupy specific positions in the sentence.
- There is no mention of these markers being affixes or clitics that attach to the verb.
- The markers can appear either at the beginning of the sentence or immediately after the verb, indicating their independence from the verb.

### Conclusion: 0",0,0
Sidaama,"Based on the provided paragraphs from the descriptive grammar of Sidaama, it is possible to determine that standard negation in Sidaama can be marked by a clitic that is phonologically bound to the verb.

1. **Reasoning:**
   - The paragraphs describe the use of the negative proclitic ""di="" which attaches to verbs in various aspects (present perfect, imperfect, progressive, or continuous). This proclitic is phonologically bound to the verb, as indicated by the examples provided in the grammar.
   - For instance, in example (3.437), ""di=haw-ø-anno"" (NEG=forget-3SG.M-IMPRF.3) shows the negative proclitic ""di="" attached directly to the verb ""haw-ø-anno"" (forget-3SG.M-IMPRF.3).
   - Similarly, in example (3.438), ""di=a-ø-ino"" (NEG=drink-3SG.M-P.PRF.3) demonstrates the negative proclitic ""di="" attached to the verb ""a-ø-ino"" (drink-3SG.M-P.PRF.3).
   - The grammar explicitly states that ""di="" can attach to verbs, as seen in the sections discussing ""di=verb"" and ""di=... verb"" constructions. This indicates that the negation is marked by a clitic that is phonologically bound to the verb.

Given this information, it is clear that standard negation in Sidaama can be marked by a clitic that attaches to the verb.

**Conclusion:** 1",1,1
Mursi,"1. The paragraphs provided from the descriptive grammar of Mursi clearly indicate that standard negation in the language can be marked by affixes, clitics, or modifications of the verb. Specifically, the negation system in Mursi involves the use of circumclitics and enclitics that are phonologically bound to the verb. For instance, verbs in the imperfective aspect are negated using the circumclitics ŋà= and =ó, which attach to the verb root, as shown in examples like ""ŋà=gótó-ɲá=ìnù g=àw=ŋà ŋà=gárs-ɛ́=ó"" (NEG.IMPERV=disappear.IMPERV-3pl.SU.IMPERV=NEG). Similarly, verbs in the perfective aspect are negated using the negative enclitic =ó attached to the verb root, as seen in ""ŋànì k(V)-ROOT.PERV=ó"" (NEG.PERV 1SU-break=NEG).

Additionally, the grammar mentions that the negation system includes bound negators such as circumclitics and enclitics, which are specifically attached to the verb and not to other constituents. This is evident in the detailed explanation of how these negators function across different aspects and moods, including the use of the proclitic ŋà= and the enclitic =ó in various forms.

2. **Conclusion:** 1",1,1
Majang,"1. Based on the provided paragraphs from the descriptive grammar of Majang, it is evident that standard negation in Majang can be marked by an affix or modification of the verb. Specifically, the negative auxiliary ""k-"" is used in conjunction with a negative verb form that includes a negative suffix ""-ɛːL"" (as seen in examples V.85a, V.85b, V.86, and V.87). The negative auxiliary ""k-"" is an inflectable element that attaches to the verb, and the negative suffix ""-ɛːL"" is a bound morpheme that modifies the verb to indicate negation.

For instance:
- In example V.85a: ""k-ìr"" (NEG-3P) and ""gáj-ɛːL"" (succeed-NEG).
- In example V.85b: ""k-í"" (NEG-3S) and ""boŋ-íːɗ=ŋ"" (take-NEG=CND).
- In example V.86: ""k-í"" (NEG-3S) and ""ɓokot-iːt"" (kill-NEG).
- In example V.87: ""k-íːL"" (NEG-1P) and ""gàj-ɛːL"" (succeed-NEG).

These examples clearly show that negation in Majang involves both a negative auxiliary that is inflected for person and a negative suffix that attaches to the verb.

Conclusion: 1",1,1
Birri,"Based on the provided paragraph from the descriptive grammar of Birri, we can analyze the method of standard negation in the language.

1. The paragraph mentions the use of ""ca — sa — sha"" as negative particles that are found at the end of negative statements. This indicates that negation in Birri is marked by particles rather than affixes, clitics, or modifications of the verb itself. Since these particles are separate words and not phonologically bound to the verb, they do not meet the criteria for being considered affixes or clitics.

2. The examples provided, such as ""They are not many atyone sha"" and ""Neg. ini agbb-sa,"" show that the negation is achieved by adding a particle at the end of the sentence. The particle ""sha"" or ""sa"" is used to mark negation, but it is not attached to the verb as an affix or clitic.

Given this information, it is clear that standard negation in Birri is not marked by an affix, clitic, or modification of the verb. Instead, it is marked by separate particles that are not phonologically bound to the verb.

Conclusion: 0",0,0
Tamashek,"1. Based on the provided paragraphs, it is clear that standard negation in Tamashek can be marked by a modification of the verb. Specifically, the Perfective Negative (PerfN) is formed by adding an ablaut formative that changes the vowel ae in the Perfective Positive (PerfP) to e. This modification is a morphological change directly applied to the verb stem. Additionally, the negation is expressed by the preverb ""wser"" (or ""war"" when followed by a high vowel), which must directly precede the PerfN verb form. This indicates that negation involves both a preverbal particle and a morphological change to the verb itself.

The relevant information from the paragraphs includes:
- The PerfN is formed by adding an ablaut formative changing ae in the PerfP to e.
- The PerfN must directly follow the negative preverbal particle ""wser"" with no intervening material other than clitics.
- The PerfN is used to negate both the PerfP and the Resultative (Resit).

These points demonstrate that the negation in Tamashek involves a modification of the verb (ablaut formative) and a preverbal particle, which is phonologically bound to the verb.

Conclusion: 1",1,1
Coptic,"1. Based on the provided paragraphs from the descriptive grammar of Coptic, it is evident that standard negation can be marked by elements that are phonologically bound to the verb. Specifically, the examples show the use of the negative auxiliary verb ""TH"" and the double negation strategy ""wn ... an,"" which involves two negative elements that together constitute a single instance of negation. The examples provided in the text demonstrate that these negative elements are integrated into the verb phrase, indicating that negation in Coptic can be marked by affixes or modifications of the verb.

For instance:
- The double negation strategy ""N-...-AN"" is shown in examples like ""N-G-CWTM AN"" (he is not hearing), where ""N-"" and ""-AN"" are bound to the verb ""CWTM.""
- The negative auxiliary verb ""TH"" is used in forms like ""ETMPNOKE ETINOYTE NTAGTAMIOK"" (not to commit a sin), where ""TH"" is integrated into the verb phrase.

These examples clearly indicate that negation in Coptic involves morphological changes to the verb, either through affixes or clitics.

Conclusion: 1",1,1
Igbo,"Based on the provided paragraphs from the descriptive grammar of Igbo, it is evident that standard negation in Igbo can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Affixation**: The examples provided in the text show that negation can be marked by suffixes attached to the verb. For instance:
   - In example (27), ""Ejèlà"" (Go not) shows the verb ""go"" with a negative suffix ""-là"".
   - In example (28), ""O dighī"" (It is not good) shows the verb ""be"" with a negative suffix ""-ghī"".
   - In example (29), ""Ò dibèghì"" (It is not yet good) shows the verb ""be"" with a negative suffix ""-bèghì"".

2. **Negative Auxiliaries**: The text also mentions the use of negative auxiliaries for sentential negation, as seen in example (26), ""O dīka–àbia akwukwo"" (He has not (yet) come to school), where ""dīka"" is a negative auxiliary.

3. **Morphological Negation**: The text explicitly states that Igbo exhibits morphological negation, where negative markers are part of the derivational morphology of the verb. This indicates that negation is integrated into the verb form through morphological means, such as affixes.

Given these points, it is clear that standard negation in Igbo can be marked by affixes or modifications of the verb.

**Conclusion:** 1",1,1
Mambai,"1. Based on the provided paragraphs from the descriptive grammar of Mambai, it is clear that standard negation is not marked by a modification of the verb or an affix/clitic that is phonologically bound to the verb. Instead, negation is marked by negative particles (yá and gá) and negative subject pronouns. The negative particles and pronouns are separate words and not phonologically bound to the verb. The verb itself remains unchanged in its segmental and tonal form when negated.

For example:
- The negative particle yá is used with Indicative verb forms and is a separate word: ""mìí làà )ígà yá"" (I did not eat something).
- The negative particle gá is used with Optative verb forms and is also a separate word: ""mú hèè gá"" (don’t [you (sg.)] climb! / you (sg.) mustn’t climb!).

Additionally, the negative subject pronouns (e.g., mìí for 1SG:PFV.NEG) are separate from the verb and do not attach to it.

Therefore, standard negation in Mambai cannot be marked by an affix, clitic, or modification of the verb itself.

2. Conclusion: 0",0,0
Ingessana,"Based on the provided paragraphs from the descriptive grammar of Ingessana, we can analyze the method of standard negation in the language.

1. The negative particle ""wá"" is described as always occurring clause-finally and modifying or negating the preceding verb, verb predicate, or clause. It is explicitly stated that ""wá"" can be separated from the verb by verb complements or adjuncts, indicating that it is not phonologically bound to the verb. Instead, ""wá"" functions similarly to an adverb and is positioned at the end of the clause.

2. The examples provided further illustrate that ""wá"" is a separate word (particle) that follows the verb or verb phrase:
   - In example (14a), ""wá"" follows the verb phrase ""mə̄īd̪ kūūd̪=ū d̪àɔ̀-sā ɟɛ̀ɛm̀ d̪ɛɛ́ ́"".
   - In example (14b), ""wá"" follows the verb phrase ""mássɛ̄ɛ ̄ ɟìs-ə᷅n=ə᷇ mâŋ"".
   - In example (14c), ""wá"" follows the verb phrase ""ɟɛ̀ɛm̀ âr-s āān ánɛ̄ɛń ɛ́ nāānd̪-á ma᷇n"".

3. Since ""wá"" is not an affix or clitic that is phonologically bound to the verb, and there is no indication of verb modification for negation, we can conclude that standard negation in Ingessana is not marked by an affix, clitic, or modification of the verb.

Conclusion: 0",0,0
Gorowa,"1. Based on the provided paragraphs from the descriptive grammar of Gorowa, it is clear that standard negation in the language can be marked by a clitic that is phonologically bound to the verb. Specifically, the negative clitic =ká(ng) attaches to verb roots that have been extended by the suffix -a in the present tense and -i in the past tense. This is evident from the examples provided:

- In the present tense: ""tam motloo ngi xu’aká"" (She doesn’t even know tomorrow), where the clitic =ká attaches to the verb root extended by -a.
- In the past tense: ""inós tunáy ngu xu’iká’"" (She didn’t know of dried honey), where the clitic =ká attaches to the verb root extended by -i.

These examples demonstrate that the negative clitic =ká is phonologically bound to the verb, fulfilling the criteria for marking standard negation through an affix, clitic, or modification of the verb.

2. Conclusion: 1",1,1
Shatt,,0,
Koromfe,"Based on the provided paragraphs from the descriptive grammar of Koromfe, we can analyze the methods of standard negation in the language. Here are the key points:

1. **Negative Particle ""ba""**: The negative particle ""ba"" is positioned before the verb to negate a sentence. This particle is not phonologically bound to the verb, as it is a separate word.

2. **Negative Subject Pronouns**: The language also uses negative subject pronouns, which are proclitics on the verb. These proclitics are phonologically bound to the verb, as indicated by the use of the equals sign in the glosses (e.g., ""maa"" for 1st person singular negative pronoun).

3. **Examples**:
   - (262) ""vaga kOI) ba bEllE"" (The dog did not come) uses the negative particle ""ba"".
   - (263) ""maa hamandaa ke sa btllaa"" (I don't think that he will come back tomorrow) uses the negative pronoun ""maa"".
   - (264) ""mg hamandaa ke sa daa bElla"" (I don't think that he will come back tomorrow) uses the negative pronoun ""daa"".

4. **Phonological Boundaries**: The negative subject pronouns are described as proclitics, which means they are phonologically bound to the verb. This is evident from the examples and the description provided.

Given this information, it is clear that standard negation in Koromfe can be marked by an affix, clitic, or modification of the verb, specifically through the use of negative subject pronouns that are proclitics.

**Conclusion:** 1",1,1
Nobiin,"Based on the provided paragraphs from the descriptive grammar of Nobiin, it is possible to determine the method of standard negation in the language. Here is the reasoning:

1. **Periphrastic Constructions in Old Nobiin**:
   - The text describes that negation in Old Nobiin is periphrastic, using the verb ""men-/min-"" meaning 'not to be'. This verb can follow a participle, predicative, or indicative form.
   - Examples provided show the use of ""men-/min-"" in various constructions, such as:
     - ""iar-il min-il-gu-!"" (Participle Periphrastic)
     - ""kon-men-na-lo"" (Predicative Periphrastic)
     - ""kop-ona men-a"" (Indicative Periphrastic)

2. **Modern Nobiin**:
   - The text transitions to Modern Nobiin, where the formerly independent verb ""min-/men-"" has evolved.
   - In Modern Nobiin, the element ""-min/-muun-"" is inserted between the verbal base and the ending, indicating a shift from a periphrastic to a more bound form of negation.
   - The paradigm of the negative present shows the insertion of ""-muun-"" or ""-min-"" as a bound morpheme:
     - 1SG: -muun (-mun)
     - 2SG: -muunam
     - 3SG: -muun
     - 1PL: -muun
     - 2PL: -muunokom
     - 3PL: -muuna (-muunna)

From this information, it is clear that in Modern Nobiin, standard negation can be marked by an affix or modification of the verb. The element ""-muun-"" or ""-min-"" is inserted into the verb, making it a bound morpheme that marks negation.

**Conclusion:** 1",1,1
Nyimang,"Based on the provided paragraph, it is possible to determine that standard negation in Nyimang can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

1. **Affixation**: The paragraph mentions the particle ""-de"" which can be attached to verbs to indicate negation. For example, ""tAde gwesheag"" translates to ""They are not fighting,"" where ""-de"" is attached to the verb ""tA"" (fight).

2. **Modification of the Verb**: The examples show modifications in the verb forms to indicate negation. For instance, ""a fg tai"" translates to ""I am not going,"" where ""fg"" seems to be a modification indicating negation.

3. **Cliticization**: The glosses provided do not explicitly show clitics marked by an equals sign ""="", but the presence of affixes and verb modifications is sufficient to conclude that negation can be marked directly on the verb.

Given these points, it is clear that standard negation in Nyimang can be marked by an affix or modification of the verb.

**Conclusion:** 1",0,1
Lamé,"Based on the provided paragraphs from the descriptive grammar, it is clear that standard negation in Lamé is marked by the use of negative particles ""tsú"" and ""mì"". These particles are not affixes or clitics that are phonologically bound to the verb. Instead, they are separate words that occur in specific positions within the clause: ""tsú"" follows the subject noun or pronoun, and ""mì"" appears at the end of the clause.

There is no indication in the provided text that negation is marked by modifying the verb itself or by using affixes or clitics that attach to the verb. The examples and explanations consistently show the use of separate negative particles.

**Reasoning:**
1. The negative markers ""tsú"" and ""mì"" are described as separate particles that are positioned in the clause but are not bound to the verb.
2. The examples provided show these particles as separate words, not as affixes or clitics attached to the verb.
3. There is no mention of any modification of the verb itself to indicate negation.

**Conclusion:** 0",0,0
