Language,Response,Target,Predicted
Ijo (Kolokuma),"To determine if standard negation in Ijo (Kolokuma) can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in this language.

In Ijo (Kolokuma), standard negation is marked by a negative particle ""ma"" that precedes the verb. This particle is not phonologically bound to the verb, meaning it is a separate word rather than an affix or clitic. Here is an example to illustrate this:

- Affirmative: ""O bi."" (He/She came.)
- Negative: ""O ma bi."" (He/She did not come.)

In this example, ""ma"" is a separate word that precedes the verb ""bi"" (come) to indicate negation. Since ""ma"" is not an affix or clitic and does not involve any modification of the verb itself, it does not meet the criteria specified for marking standard negation through an affix, clitic, or modification of the verb.

Therefore, based on the provided criteria and the structure of negation in Ijo (Kolokuma), the correct option is:

Conclusion: 0",1,0
Emai,"To determine if standard negation in Emai can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in Emai.

Emai is an Edoid language spoken in Nigeria. In Emai, standard negation is typically marked by the use of a negative particle ""a"" that precedes the verb. This particle is not phonologically bound to the verb; it is a separate word. Here is an example:

1. Affirmative: ""ó bà"" (he goes)
2. Negative: ""ó a bà"" (he does not go)

In the negative construction, the particle ""a"" is used to negate the verb ""bà"" (to go). This particle is not an affix or clitic; it is a separate word that precedes the verb.

Given this information, standard negation in Emai is not marked by an affix, clitic, or modification of the verb itself. Instead, it is marked by a separate negative particle.

Conclusion: 0",1,0
Ik,"To determine if standard negation in the language Ik can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in Ik.

### Reasoning:

1. **Affixation**: If negation in Ik is marked by adding a prefix, suffix, infix, or circumfix to the verb, this would count as an affix. For example, if the verb ""run"" (AFF) becomes ""run-neg"" (NEG) by adding a suffix ""-neg"", this would be an instance of negation through affixation.

2. **Cliticization**: If negation in Ik is marked by a clitic that attaches to the verb, this would also count. For example, if the verb ""run"" (AFF) becomes ""run=neg"" (NEG) by adding a clitic ""=neg"", this would be an instance of negation through cliticization.

3. **Modification of the Verb**: If negation in Ik is marked by an internal modification of the verb itself (such as a change in the verb stem or inflection), this would also count. For example, if the verb ""run"" (AFF) becomes ""runn"" (NEG) by modifying the verb stem, this would be an instance of negation through modification of the verb.

### Analysis of Ik:

Based on the available linguistic data on Ik, standard negation is typically marked by a suffix attached to the verb. For instance, the verb ""to eat"" in its affirmative form is ""aɲa"", and in its negative form, it becomes ""aɲa-ki"". Here, ""-ki"" is a suffix that marks negation.

Given this information, we can conclude that standard negation in Ik can indeed be marked by an affix, clitic, or modification of the verb.

### Conclusion:

1

This conclusion is based on the evidence that negation in Ik is marked by a suffix attached to the verb, which qualifies as an affix.",1,1
Ngiti,"To determine if standard negation in the language Ngiti can be marked by an affix, clitic, or modification of the verb, we need to examine the specific mechanisms used for negation in declarative sentences involving dynamic verbal predicates in Ngiti.

Ngiti, a Central Sudanic language spoken in the Democratic Republic of the Congo, employs a specific strategy for negation. According to linguistic studies on Ngiti, standard negation is typically marked by a suffix attached to the verb. This means that the negation is phonologically bound to the verb, fulfilling the criteria for being considered an affix.

For instance, in Ngiti, the negative suffix ""-ka"" is used to negate verbs. Here is an example to illustrate this:

- Affirmative: ""a-zo"" (he/she is coming)
- Negative: ""a-zo-ka"" (he/she is not coming)

In this example, the suffix ""-ka"" attaches directly to the verb ""zo"" (to come), indicating negation.

Given this information, we can conclude that standard negation in Ngiti can indeed be marked by an affix that is phonologically bound to the verb.

**Conclusion:** 1",0,1
Sidaama,"To determine if standard negation in Sidaama can be marked by an affix, clitic, or modification of the verb, we need to look at the specific grammatical structures used in the language for negating declarative sentences involving dynamic verbal predicates.

In Sidaama, standard negation is typically marked by a suffix attached to the verb. The negative suffix used is ""-in"" or ""-n"" depending on the verb form. This suffix is phonologically bound to the verb, indicating that negation in Sidaama can indeed be marked by an affix.

For example:
- Affirmative: ""ani"" (I go)
- Negative: ""ani-n"" (I do not go)

Here, the suffix ""-n"" is attached to the verb ""ani"" to indicate negation.

1. **Reasoning**:
   - The negative suffix ""-in"" or ""-n"" is an affix that attaches directly to the verb in Sidaama.
   - This affix is phonologically bound to the verb, fulfilling the criteria for marking standard negation as specified in the question.

Conclusion: 1",1,1
Mursi,"To determine whether standard negation in the Mursi language can be marked by an affix, clitic, or modification of the verb, we need to examine the specific morphological and syntactic strategies used in Mursi for negating declarative sentences involving dynamic verbal predicates.

In Mursi, standard negation is typically marked by a suffix attached to the verb. This means that the negation is phonologically bound to the verb, fulfilling the criteria for being considered an affix.

For example, in Mursi, the verb ""to go"" in its affirmative form might be ""gɔ̀ɔ̀"" (go). When negated, it becomes ""gɔ̀ɔ̀-ŋà"" (not go), where ""-ŋà"" is the negative suffix attached to the verb.

1. **Reasoning:**
   - The negative morpheme ""-ŋà"" is an affix that attaches directly to the verb, indicating that negation in Mursi can be marked by an affix.
   - This affix is phonologically bound to the verb, meaning it cannot stand alone and must be attached to the verb to convey negation.
   - Since the negation is marked directly on the verb through an affix, it meets the criteria specified in the question.

**Conclusion:** 1",1,1
Majang,"To determine whether standard negation in Majang can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in Majang.

Majang, a Nilo-Saharan language spoken in Ethiopia, employs a specific strategy for marking negation. In Majang, negation is typically marked by a suffix attached to the verb. This suffix is phonologically bound to the verb, indicating that negation is indeed marked by an affix.

For example, in Majang, the verb ""to go"" in its affirmative form might be ""kɔ́ɔ́t,"" while the negative form would be ""kɔ́ɔ́t-ɛ́t,"" where ""-ɛ́t"" is the negative suffix. This demonstrates that the negation is marked directly on the verb through a suffix, which is an affix.

Given this information, we can conclude that standard negation in Majang can be marked by an affix that is phonologically bound to the verb.

**Conclusion:** 1",1,1
Birri,"To determine if standard negation in the language Birri can be marked by an affix, clitic, or modification of the verb, we need to examine the specific mechanisms used in Birri for negating declarative sentences involving dynamic verbal predicates. 

Given the information provided, we need to look for evidence that negation in Birri is achieved through:
1. An affix (a bound morpheme attached to the verb),
2. A clitic (a phonologically bound morpheme attached to the verb, marked by ""="" in glosses), or
3. A modification of the verb itself (such as a change in the verb's internal structure).

If any of these methods are used for standard negation in Birri, we should choose option 1. If none of these methods are used, and negation is instead marked by separate words or particles that are not phonologically bound to the verb, we should choose option 0.

Without specific examples or data from Birri, we cannot definitively determine the exact method of negation used. However, if we assume that the question is based on known linguistic data about Birri, we can proceed with the following reasoning:

1. If Birri uses an affix or clitic attached to the verb to indicate negation, this would be consistent with many languages that use bound morphemes for negation.
2. If Birri modifies the verb itself to indicate negation, this would also fall under the category of marking negation through modification of the verb.

Given the typical patterns observed in many languages, it is reasonable to assume that Birri could use one of these methods for standard negation.

**Reasoning:**
- If Birri uses an affix, clitic, or verb modification for negation, it aligns with the criteria given.
- The absence of specific data means we rely on the assumption that Birri follows common linguistic patterns.

**Conclusion:** 1",0,1
Tamashek,"To determine if standard negation in Tamashek can be marked by an affix, clitic, or modification of the verb, we need to examine the specific mechanisms used in Tamashek for negating declarative sentences involving dynamic verbal predicates.

Tamashek, a Berber language spoken in Mali and surrounding regions, employs a specific strategy for standard negation. In Tamashek, negation is typically marked by a circumfix, which consists of a prefix and a suffix that surround the verb. This circumfix is phonologically bound to the verb, thus modifying it directly.

For example, in Tamashek, the verb ""to write"" in the affirmative form might be ""asr"" (write). The negative form would involve the circumfix ""ur-...-t"":

- Affirmative: asr (write)
- Negative: ur-asr-t (not write)

Here, ""ur-"" is the prefix and ""-t"" is the suffix, both of which are attached to the verb ""asr"" to form the negative construction.

Given this information, it is clear that standard negation in Tamashek can indeed be marked by an affix or modification of the verb.

**Conclusion:** 1",1,1
Coptic,"To determine if standard negation in Coptic can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in Coptic.

Coptic, the latest stage of the Egyptian language, primarily uses a bipartite negation system. This system involves two elements: a preverbal particle and a postverbal particle. The preverbal particle is ""n-"", and the postverbal particle is ""-an.""

Here is an example of a negated sentence in Coptic:
- Affirmative: ⲡⲉⲛⲓⲱⲧ ⲉⲓⲱⲧ (peniōt eiōt) ""The father comes.""
- Negative: ⲡⲉⲛⲓⲱⲧ ⲛⲉⲓⲱⲧ ⲁⲛ (peniōt neiōt an) ""The father does not come.""

In this example, ""n-"" is a preverbal particle that attaches to the verb, and ""-an"" is a postverbal particle. The presence of these particles indicates that negation in Coptic involves elements that are phonologically bound to the verb.

Given this information, we can conclude that standard negation in Coptic can indeed be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 1",1,1
Igbo,"To determine if standard negation in Igbo can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in Igbo.

In Igbo, standard negation is often marked by the use of a negative particle ""ghị"" which follows the verb. This particle is not phonologically bound to the verb but rather stands as a separate word. Here is an example:

1. Affirmative: Ọ́ gàrà áfịà.
   - Gloss: 3SG go.PST market
   - Translation: He/She went to the market.

2. Negative: Ọ́ gàrà áfịà g̀hị́.
   - Gloss: 3SG go.PST market NEG
   - Translation: He/She did not go to the market.

In this example, the negative particle ""ghị"" is used to negate the verb phrase. It is important to note that ""ghị"" is a separate word and not an affix or clitic attached to the verb.

Given this information, standard negation in Igbo is not marked by an affix, clitic, or modification of the verb itself. Instead, it is marked by a separate negative particle.

Conclusion: 0",1,0
Mambai,"To determine whether standard negation in Mambai can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in this language.

Based on available linguistic data on Mambai, standard negation is marked by the use of the particle ""la."" This particle is not phonologically bound to the verb; instead, it appears as a separate word. Here is an example:

- Affirmative: ""Nia ha'u"" (He eats)
- Negative: ""Nia la ha'u"" (He does not eat)

In this example, ""la"" is a separate word that precedes the verb ""ha'u"" (eat) to indicate negation. Since ""la"" is not an affix or clitic and does not modify the verb itself, it does not meet the criteria specified in the question.

Given this information, we can conclude that standard negation in Mambai cannot be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 0",0,0
Ingessana,"Based on the information provided and the criteria for determining the marking of standard negation in Ingessana, we need to evaluate whether negation is achieved through an affix, clitic, or modification of the verb.

1. **Reasoning:**
   - If standard negation in Ingessana is marked by an affix, clitic, or modification of the verb, it would involve the negation morpheme being phonologically bound to the verb. This could be in the form of a prefix, suffix, infix, or a clitic that attaches directly to the verb.
   - If standard negation is marked by a separate word or particle that is not phonologically bound to the verb, it would not meet the criteria specified.

To determine the correct option, we need to look at specific examples or descriptions of how negation is marked in Ingessana. Unfortunately, without specific examples or descriptions from Ingessana, we cannot definitively determine the method of negation marking. However, based on general typological patterns and the criteria given, we can make an informed decision.

If Ingessana uses a negation strategy that involves a bound morpheme (affix or clitic) or a modification of the verb itself, it would meet the criteria for option 1. If it uses a separate particle that is not bound to the verb, it would meet the criteria for option 0.

Given the lack of specific examples, we can only hypothesize based on common linguistic patterns. Many languages use affixes or clitics for negation, but without concrete evidence, we cannot be certain.

**Conclusion:** 0",0,0
Gorowa,"To determine if standard negation in the language Gorowa can be marked by an affix, clitic, or modification of the verb, we need to examine the specific mechanisms used in Gorowa for negating declarative sentences involving dynamic verbal predicates.

1. **Affixation or Cliticization**: If Gorowa uses affixes (prefixes, suffixes, infixes, or circumfixes) or clitics that attach directly to the verb to indicate negation, this would satisfy the condition. For example, if there is a negation prefix like ""ne-"" or a suffix like ""-na"" that attaches to the verb, or a clitic such as ""=neg"" that is phonologically bound to the verb, this would count.

2. **Modification of the Verb**: If the verb itself undergoes some internal modification (such as a change in vowel or consonant structure) to indicate negation, this would also satisfy the condition.

Given these criteria, let's consider the information available about Gorowa:

- If Gorowa uses a negation particle that is a separate word and not phonologically bound to the verb, this would not satisfy the condition.
- If Gorowa uses a negation strategy that involves modifying the verb or attaching a negation morpheme directly to the verb, this would satisfy the condition.

Based on the provided criteria and definitions, if Gorowa employs any of the following strategies for standard negation:
- A negation prefix, suffix, infix, or circumfix attached to the verb.
- A negation clitic that is phonologically bound to the verb.
- Internal modification of the verb to indicate negation.

Then the answer would be 1. If none of these strategies are used, and negation is instead marked by a separate particle or word that is not phonologically bound to the verb, the answer would be 0.

**Reasoning**:
Without specific examples from Gorowa, we rely on the general typological patterns and descriptions. If Gorowa uses an affix, clitic, or modification of the verb for standard negation, it would be marked as 1. If it uses separate particles or words not bound to the verb, it would be marked as 0.

**Conclusion**: 1",1,1
Shatt,"To determine whether standard negation in the language Shatt can be marked by an affix, clitic, or modification of the verb, we need to examine the specific mechanisms used in Shatt for negating declarative sentences involving dynamic verbal predicates.

1. **Affixation**: If Shatt uses prefixes, suffixes, infixes, or circumfixes attached directly to the verb to indicate negation, this would qualify as marking negation by an affix.

2. **Cliticization**: If Shatt employs clitics that are phonologically bound to the verb to indicate negation, this would also qualify. Clitics are morphemes that function syntactically like words but are phonologically dependent on another word.

3. **Modification of the Verb**: If Shatt modifies the verb itself (e.g., through internal changes such as vowel alternation, consonant mutation, or reduplication) to indicate negation, this would also count as marking negation by modification of the verb.

Given these criteria, we need to look at examples or descriptions of how negation is expressed in Shatt. If any of the above methods are used, we would choose option 1. If negation is expressed solely through separate particles or words that are not phonologically bound to the verb, we would choose option 0.

### Reasoning:
If we have evidence that Shatt uses any of the following for standard negation:
- A prefix, suffix, infix, or circumfix attached to the verb.
- A clitic that is phonologically bound to the verb.
- Internal modification of the verb itself.

Then, we would conclude that Shatt marks standard negation through an affix, clitic, or modification of the verb.

### Conclusion:
Based on the criteria provided, if Shatt employs any of these methods for standard negation, we would choose option 1. If it does not, and instead uses separate particles or words that are not phonologically bound to the verb, we would choose option 0.

**Conclusion: 1**",0,1
Koromfe,"To determine whether standard negation in Koromfe can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in this language.

Koromfe is a Gur language spoken in Burkina Faso and Mali. In Koromfe, standard negation is marked by the use of a negative particle that is not phonologically bound to the verb. Specifically, the negative particle ""ka"" is used to indicate negation, and it appears as a separate word before the verb.

Here is an example to illustrate this:

- Affirmative: ""A bɔɔrɛ."" (He/she is coming.)
- Negative: ""Ka a bɔɔrɛ."" (He/she is not coming.)

In this example, ""ka"" is the negative particle, and it is not attached to the verb ""bɔɔrɛ"" (to come) as an affix or clitic. Instead, it stands as a separate word.

Given this information, standard negation in Koromfe is not marked by an affix, clitic, or modification of the verb. Instead, it is marked by a separate negative particle.

Conclusion: 0",1,0
Nobiin,"To determine whether standard negation in Nobiin can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in this language.

Nobiin, a Nile-Nubian language spoken in Sudan and Egypt, uses a specific negation strategy that involves the modification of the verb. In Nobiin, standard negation is marked by a suffix attached to the verb. This suffix is phonologically bound to the verb, thus qualifying as an affix.

For example, in Nobiin, the verb ""to eat"" is ""kó."" To negate this verb, the suffix ""-n"" is added, resulting in ""kó-n,"" which means ""not eat.""

Given this information, it is clear that standard negation in Nobiin can indeed be marked by an affix that is phonologically bound to the verb.

**Reasoning:**
1. Nobiin uses a suffix to mark negation, which is phonologically bound to the verb.
2. This suffix qualifies as an affix according to the provided definitions and criteria.

**Conclusion:** 1",1,1
Nyimang,"To determine if standard negation in Nyimang can be marked by an affix, clitic, or modification of the verb, we need to examine how negation is typically expressed in declarative sentences involving dynamic verbal predicates in this language.

1. **Affixation or Cliticization**: If negation in Nyimang is marked by attaching a morpheme directly to the verb, either as a prefix, suffix, or clitic, this would satisfy the condition. For example, if the verb ""to go"" is negated by adding a suffix like ""-na"" to form ""go-na"" (meaning ""not go""), this would count as an affix. Similarly, if a clitic like ""=na"" attaches to the verb to form ""go=na,"" this would also count.

2. **Modification of the Verb**: If the verb itself undergoes a modification to express negation, such as a change in its internal structure or a specific inflectional change, this would also satisfy the condition. For instance, if ""to go"" changes to ""gon't"" (hypothetically) to express ""not go,"" this would be a modification of the verb.

3. **Separate Words**: If negation is expressed by a separate word that is not phonologically bound to the verb, such as a particle that stands alone, this would not satisfy the condition. For example, if ""not"" is a separate word that precedes or follows the verb without attaching to it, this would not count.

Given this framework, let's consider the specific case of Nyimang:

- If Nyimang uses a negation strategy that involves an affix or clitic attached to the verb, or if the verb itself is modified to express negation, we would choose option 1.
- If Nyimang uses a separate word or particle that is not phonologically bound to the verb to express negation, we would choose option 0.

Based on the information provided and typical linguistic patterns, if we assume that Nyimang follows a common negation strategy found in many languages where negation is marked directly on the verb through affixation or cliticization, we would choose option 1. However, without specific data on Nyimang, this remains an assumption.

**Reasoning**: Many languages mark negation directly on the verb through affixes or clitics, and this is a common typological feature. If Nyimang follows this pattern, it would use an affix, clitic, or modification of the verb to mark negation.

**Conclusion**: 1",0,1
